gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster
Tst	0	1.018900612	0.684	0.107	0	HCC
Ebp	0	1.009084918	0.662	0.088	0	HCC
Ces1c	0	1.003198692	0.629	0.066	0	HCC
Mettl7b	0	0.998059372	0.672	0.077	0	HCC
Cbr1	0	0.997062521	0.654	0.101	0	HCC
Cyp2c68	0	0.996632301	0.702	0.091	0	HCC
F10	0	0.993968186	0.657	0.071	0	HCC
Itih3	0	0.990702313	0.657	0.083	0	HCC
Akr1c18	0	0.990019413	0.768	0.139	0	HCC
Agt	0	0.989631111	0.674	0.1	0	HCC
Serpinf1	0	0.987300384	0.654	0.089	0	HCC
Agpat2	0	0.983082626	0.584	0.072	0	HCC
Urah	0	0.980974306	0.74	0.129	0	HCC
Esd	0	0.980916813	0.775	0.202	0	HCC
Ahcy	0	0.980369938	0.614	0.072	0	HCC
Fgl1	0	0.97919627	0.702	0.091	0	HCC
Proc	0	0.97834901	0.632	0.094	0	HCC
Rnase4	0	0.973484369	0.472	0.069	0	HCC
Atp5d	0	0.97206977	0.762	0.185	0	HCC
Hacd2	0	0.968989764	0.654	0.09	0	HCC
Apoc4	0	0.959901262	0.978	0.561	0	HCC
Cyp2d10	0	0.959566105	0.665	0.085	0	HCC
Tpi1	0	0.957064188	0.749	0.189	0	HCC
Hgfac	0	0.955251801	0.593	0.047	0	HCC
Mdh1	0	0.952630466	0.807	0.234	0	HCC
Fkbp11	0	0.952482014	0.737	0.141	0	HCC
Atp5g3	0	0.951177892	0.963	0.542	0	HCC
Hsd17b2	0	0.950346437	0.609	0.074	0	HCC
Cyp1a2	0	0.947661012	0.374	0.028	0	HCC
Gpx4	0	0.946670367	0.885	0.312	0	HCC
A2ml1	0	0.942773005	0.693	0.139	0	HCC
Gsta4	0	0.94196734	0.627	0.082	0	HCC
Edf1	0	0.935361685	0.754	0.191	0	HCC
Agxt	0	0.935281473	0.595	0.036	0	HCC
Itih4	0	0.933592889	0.669	0.123	0	HCC
Rdh7	0	0.929147943	0.613	0.061	0	HCC
Slc27a2	0	0.928920256	0.604	0.06	0	HCC
Serpina3n	0	0.928625757	0.579	0.042	0	HCC
Mpc2	0	0.928067044	0.885	0.293	0	HCC
Acsl5	0	0.924267663	0.684	0.146	0	HCC
Ldha	0	0.91868141	0.801	0.282	0	HCC
Cideb	0	0.918096759	0.629	0.075	0	HCC
Serping1	0	0.913546573	0.743	0.168	0	HCC
Gjb1	0	0.908130967	0.662	0.088	0	HCC
Etfa	0	0.907017001	0.702	0.138	0	HCC
Sephs2	0	0.905886397	0.676	0.117	0	HCC
Selenbp1	0	0.903896144	0.602	0.084	0	HCC
Uqcrfs1	0	0.903830301	0.732	0.17	0	HCC
Atp5c1	0	0.902631095	0.757	0.188	0	HCC
Cps1	0	0.901826314	0.591	0.078	0	HCC
Ninj1	0	0.900956116	0.698	0.141	0	HCC
Dhcr24	0	0.88627005	0.597	0.095	0	HCC
Apoe	0	0.879118326	0.992	0.78	0	HCC
Cyp3a11	0	0.878116428	0.667	0.132	0	HCC
Avpi1	0	0.875262398	0.666	0.102	0	HCC
Chchd2	0	0.875101094	0.934	0.454	0	HCC
Ces2e	0	0.869488829	0.684	0.127	0	HCC
Pgrmc1	0	0.8692617	0.731	0.153	0	HCC
Adh5	0	0.868455481	0.666	0.125	0	HCC
Echs1	0	0.865966567	0.7	0.137	0	HCC
Cdo1	0	0.865475966	0.744	0.14	0	HCC
Ppa1	0	0.859197062	0.677	0.114	0	HCC
Hsd17b13	0	0.856306962	0.677	0.112	0	HCC
Rpl29	0	0.856058994	0.82	0.285	0	HCC
Hmgcl	0	0.853749548	0.64	0.092	0	HCC
1300017J02Rik	0	0.853275784	0.587	0.056	0	HCC
Serpina1a	0	0.851745029	0.874	0.462	0	HCC
Sigmar1	0	0.84973654	0.613	0.089	0	HCC
Ifi27	0	0.845693426	0.713	0.158	0	HCC
Slc38a3	0	0.843855337	0.604	0.061	0	HCC
Arg1	0	0.842511844	0.703	0.132	0	HCC
Reep6	0	0.83695612	0.573	0.048	0	HCC
Aqp8	0	0.835752395	0.518	0.03	0	HCC
Pxmp2	0	0.835678321	0.644	0.085	0	HCC
Sdhb	0	0.833539504	0.687	0.15	0	HCC
Atp6v0c	0	0.832171308	0.628	0.138	0	HCC
Ftl1	0	0.831816188	0.975	0.677	0	HCC
Masp2	0	0.831310971	0.577	0.049	0	HCC
S100a10	0	0.831261965	0.812	0.252	0	HCC
Selenop	0	0.828923137	0.981	0.746	0	HCC
Hal	0	0.826437983	0.526	0.042	0	HCC
Tmem176b	0	0.825503124	0.871	0.337	0	HCC
Atp5o.1	0	0.82456845	0.751	0.197	0	HCC
Qprt	0	0.82421568	0.586	0.061	0	HCC
Aadac	0	0.821788759	0.621	0.082	0	HCC
Dap	0	0.818090551	0.659	0.12	0	HCC
Rcl1	0	0.812719098	0.587	0.068	0	HCC
Slc6a13	0	0.810594005	0.563	0.054	0	HCC
Atox1	0	0.806753346	0.875	0.331	0	HCC
Aldh2	0	0.805897987	0.749	0.227	0	HCC
C3	0	0.802793263	0.713	0.245	0	HCC
Prdx3	0	0.801072031	0.614	0.098	0	HCC
Cxcl1	0	0.797697533	0.494	0.077	0	HCC
Mif	0	0.79557646	0.805	0.239	0	HCC
Fdft1	0	0.794922442	0.676	0.124	0	HCC
Vkorc1	0	0.792911129	0.712	0.155	0	HCC
Ang	0	0.791739232	0.399	0.043	0	HCC
Cat	0	0.790477135	0.725	0.174	0	HCC
Ugt2b5	0	0.790152134	0.611	0.075	0	HCC
Grpel1	0	0.789837931	0.622	0.112	0	HCC
Cyb5r3	0	0.787180661	0.689	0.164	0	HCC
Afm	0	0.786143009	0.616	0.067	0	HCC
1810008I18Rik	0	0.785633107	0.573	0.051	0	HCC
Dbi	0	0.78553003	0.995	0.787	0	HCC
Mug1	0	0.782588508	0.685	0.186	0	HCC
Uba52	0	0.779897328	0.955	0.628	0	HCC
Slc25a39	0	0.779426846	0.769	0.24	0	HCC
Cyc1	0	0.778900826	0.62	0.121	0	HCC
Tmem176a	0	0.776253969	0.756	0.232	0	HCC
Eif5a	0	0.771237429	0.768	0.26	0	HCC
Akr7a5	0	0.770392798	0.603	0.089	0	HCC
Nit2	0	0.763695127	0.575	0.07	0	HCC
Txn2	0	0.76297172	0.648	0.122	0	HCC
Fxyd1	0	0.751378911	0.613	0.089	0	HCC
Khk	0	0.750470568	0.57	0.067	0	HCC
Hamp	0	0.74893051	0.346	0.085	0	HCC
Fh1	0	0.748914123	0.594	0.086	0	HCC
Glyat	0	0.747745008	0.543	0.049	0	HCC
AI182371	0	0.747727629	0.643	0.084	0	HCC
Errfi1	0	0.747161081	0.721	0.178	0	HCC
Apob	0	0.744529059	0.654	0.176	0	HCC
Aldh1l1	0	0.743808928	0.574	0.062	0	HCC
Msmo1	0	0.742068285	0.677	0.137	0	HCC
Pdia6	0	0.740115457	0.775	0.286	0	HCC
Hebp1	0	0.739710201	0.657	0.123	0	HCC
Tecr	0	0.737404852	0.678	0.148	0	HCC
Ubb	0	0.736702651	0.877	0.413	0	HCC
Hmgcs1	0	0.735591834	0.695	0.197	0	HCC
Gstm2	0	0.734640782	0.449	0.077	0	HCC
Spcs2	0	0.732856001	0.76	0.26	0	HCC
Gstt3	0	0.730646017	0.517	0.049	0	HCC
Cyp2a5	0	0.7297092	0.317	0.026	0	HCC
Hpn	0	0.729589281	0.608	0.102	0	HCC
Slc10a1	0	0.729428968	0.455	0.016	0	HCC
Acaa2	0	0.728400898	0.681	0.142	0	HCC
Hsd17b10	0	0.727859859	0.652	0.134	0	HCC
Krtcap2	0	0.725061643	0.818	0.296	0	HCC
Upb1	0	0.724383555	0.586	0.062	0	HCC
Hagh	0	0.723652676	0.577	0.079	0	HCC
Fads2	0	0.722746454	0.476	0.044	0	HCC
Aes	0	0.722717807	0.65	0.144	0	HCC
Cox7b	0	0.722408962	0.753	0.191	0	HCC
Rdh11	0	0.719744975	0.527	0.059	0	HCC
Erg28	0	0.713349887	0.591	0.095	0	HCC
Lap3	0	0.712599307	0.656	0.115	0	HCC
Iscu	0	0.707818227	0.656	0.153	0	HCC
Dgat2	0	0.707731115	0.557	0.06	0	HCC
Amdhd1	0	0.707389514	0.583	0.063	0	HCC
Tmem14c	0	0.705032024	0.64	0.135	0	HCC
Tuba1c	0	0.704812674	0.661	0.153	0	HCC
Marc1	0	0.703666132	0.529	0.039	0	HCC
Hao1	0	0.703324778	0.54	0.034	0	HCC
Ppia	0	0.702512567	0.957	0.6	0	HCC
Sar1b	0	0.700934221	0.617	0.109	0	HCC
Cisd1	0	0.700564395	0.686	0.142	0	HCC
Oaf	0	0.696035114	0.562	0.085	0	HCC
Cth	0	0.696025526	0.542	0.042	0	HCC
Mettl26	0	0.695855642	0.62	0.114	0	HCC
Cdk2ap2	0	0.689567675	0.653	0.131	0	HCC
Itih2	0	0.688951626	0.695	0.183	0	HCC
Hist1h2bc	0	0.68748937	0.683	0.158	0	HCC
Idi1	0	0.686060503	0.664	0.14	0	HCC
Itih1	0	0.682668345	0.54	0.046	0	HCC
F12	0	0.681787159	0.582	0.073	0	HCC
Cope	0	0.680223282	0.615	0.13	0	HCC
Slc25a1	0	0.679149206	0.606	0.095	0	HCC
Ugt2b36	0	0.678758	0.604	0.079	0	HCC
Mrpl12	0	0.672358411	0.604	0.099	0	HCC
Adk	0	0.671249806	0.702	0.159	0	HCC
Gstm6	0	0.671072321	0.505	0.047	0	HCC
Pmvk	0	0.669682984	0.551	0.072	0	HCC
Mbl2	0	0.667090517	0.323	0.037	0	HCC
Dad1	0	0.665243413	0.775	0.265	0	HCC
Ostc	0	0.661220619	0.716	0.19	0	HCC
Slc38a4	0	0.660675457	0.56	0.066	0	HCC
Psen2	0	0.660014228	0.668	0.15	0	HCC
Ifitm3	0	0.659959211	0.933	0.514	0	HCC
Echdc3	0	0.659587997	0.527	0.051	0	HCC
Tmem97	0	0.655809077	0.602	0.091	0	HCC
Atf5	0	0.653507583	0.51	0.053	0	HCC
Ccl9	0	0.65344369	0.59	0.065	0	HCC
Slc27a5	0	0.652184614	0.507	0.026	0	HCC
Rpl10-ps3	0	0.645982037	0.678	0.18	0	HCC
Kyat1	0	0.645310687	0.494	0.028	0	HCC
Serpina1c	0	0.644140439	0.794	0.455	0	HCC
Slc25a5	0	0.642670429	0.732	0.2	0	HCC
8430408G22Rik	0	0.642633719	0.684	0.151	0	HCC
Mrap	0	0.641851883	0.486	0.04	0	HCC
Ndufs3	0	0.640216247	0.636	0.133	0	HCC
Hsd11b1	0	0.639649859	0.618	0.091	0	HCC
Rpl9-ps6	0	0.637591789	0.824	0.331	0	HCC
Ugt1a1	0	0.637018697	0.453	0.02	0	HCC
Tff3	0	0.636632059	0.718	0.18	0	HCC
Cyp2d9	0	0.631612467	0.493	0.041	0	HCC
Gls2	0	0.627336165	0.486	0.028	0	HCC
Cycs	0	0.627239589	0.854	0.368	0	HCC
Mat1a	0	0.626123463	0.457	0.049	0	HCC
Mrpl42	0	0.625911525	0.588	0.113	0	HCC
Sord	0	0.625390429	0.568	0.075	0	HCC
Gstm7	0	0.625237896	0.525	0.053	0	HCC
Etfb	0	0.62342292	0.732	0.231	0	HCC
Ebpl	0	0.622920735	0.633	0.117	0	HCC
Tubb4b	0	0.622903376	0.663	0.173	0	HCC
Lgals9	0	0.622465965	0.746	0.231	0	HCC
Efna1	0	0.61958595	0.583	0.115	0	HCC
Insig1	0	0.615660554	0.626	0.118	0	HCC
Pglyrp2	0	0.615038922	0.473	0.036	0	HCC
Eif3i	0	0.614410903	0.61	0.128	0	HCC
Cib1	0	0.613781081	0.622	0.126	0	HCC
Cbs	0	0.613741767	0.544	0.067	0	HCC
Spcs1	0	0.612510888	0.829	0.341	0	HCC
Prdx5	0	0.611553087	0.791	0.274	0	HCC
Hint1	0	0.607999713	0.891	0.426	0	HCC
Eif4ebp1	0	0.607268981	0.538	0.091	0	HCC
Got1	0	0.599943678	0.618	0.115	0	HCC
Blvrb	0	0.598531135	0.608	0.144	0	HCC
Mrpl17	0	0.597462602	0.614	0.135	0	HCC
Cox5b	0	0.594353709	0.855	0.352	0	HCC
Hspd1	0	0.593781076	0.752	0.267	0	HCC
Mgst3	0	0.593227476	0.562	0.103	0	HCC
Ndufa7	0	0.591801425	0.829	0.309	0	HCC
Ndufv2	0	0.59128004	0.6	0.123	0	HCC
Asgr2	0	0.59051842	0.485	0.033	0	HCC
Cyp51	0	0.589183615	0.615	0.119	0	HCC
Ndufb9	0	0.588487266	0.835	0.309	0	HCC
Gjb2	0	0.586303473	0.476	0.035	0	HCC
Sqor	0	0.585767007	0.627	0.112	0	HCC
Ndrg2	0	0.583689186	0.569	0.084	0	HCC
Perp	0	0.583351325	0.534	0.069	0	HCC
Psmb3	0	0.580288076	0.672	0.181	0	HCC
Nr0b2	0	0.578709498	0.449	0.046	0	HCC
Rer1	0	0.578475629	0.633	0.151	0	HCC
Prdx4	0	0.578112229	0.632	0.145	0	HCC
Pon1	0	0.577075793	0.338	0.023	0	HCC
Nipsnap1	0	0.576722143	0.564	0.085	0	HCC
Prelid1	0	0.5760131	0.676	0.202	0	HCC
Bola3	0	0.575325683	0.675	0.154	0	HCC
Aldh8a1	0	0.572218818	0.508	0.038	0	HCC
Ccs	0	0.570753303	0.525	0.077	0	HCC
Atp5b	0	0.570553914	0.709	0.215	0	HCC
Sec61b	0	0.570302106	0.903	0.441	0	HCC
Cops6	0	0.565801973	0.581	0.115	0	HCC
Slc35b1	0	0.565766806	0.525	0.086	0	HCC
2410015M20Rik	0	0.564229895	0.628	0.139	0	HCC
Rhod	0	0.563525951	0.541	0.09	0	HCC
Tcea3	0	0.56068097	0.594	0.098	0	HCC
Pla2g12b	0	0.559168034	0.49	0.042	0	HCC
Manf	0	0.556262269	0.74	0.244	0	HCC
Gpx1	0	0.555185957	0.953	0.597	0	HCC
Foxa3	0	0.554592147	0.48	0.054	0	HCC
Mrps24	0	0.55259563	0.623	0.139	0	HCC
Cldn3	0	0.552359161	0.589	0.107	0	HCC
Rpl32	0	0.550718173	0.888	0.445	0	HCC
Rnf181	0	0.550498153	0.579	0.115	0	HCC
Mrpl30	0	0.547663682	0.567	0.11	0	HCC
Uqcr10	0	0.547604293	0.78	0.248	0	HCC
Bdh1	0	0.546135823	0.497	0.051	0	HCC
Psmb1	0	0.544843812	0.702	0.207	0	HCC
Suclg1	0	0.544296137	0.575	0.103	0	HCC
Coa3	0	0.543014105	0.649	0.161	0	HCC
Ndufa11	0	0.542789194	0.751	0.237	0	HCC
Rpl15	0	0.542409298	0.825	0.337	0	HCC
Ndufab1	0	0.54187851	0.782	0.27	0	HCC
Ndufa6	0	0.541145959	0.868	0.356	0	HCC
Glo1	0	0.54040303	0.626	0.133	0	HCC
Aspdh	0	0.540233711	0.448	0.023	0	HCC
1110008F13Rik	0	0.538434744	0.613	0.139	0	HCC
Ftcd	0	0.535994825	0.494	0.045	0	HCC
Mug2	0	0.53550813	0.488	0.071	0	HCC
Etnk2	0	0.532602844	0.463	0.026	0	HCC
Hadh	0	0.532133384	0.573	0.106	0	HCC
Rtraf	0	0.531634699	0.648	0.17	0	HCC
Pcyt2	0	0.531341138	0.565	0.088	0	HCC
Gfer	0	0.530120354	0.492	0.064	0	HCC
Smlr1	0	0.529069726	0.499	0.051	0	HCC
Prodh2	0	0.528675747	0.467	0.025	0	HCC
Ces2c	0	0.528662021	0.409	0.017	0	HCC
Cpn1	0	0.528030714	0.512	0.065	0	HCC
Ociad2	0	0.527409248	0.481	0.044	0	HCC
Iah1	0	0.526912385	0.583	0.113	0	HCC
Abhd5	0	0.526695447	0.488	0.062	0	HCC
Gcsh	0	0.52667566	0.539	0.077	0	HCC
Fbxo6	0	0.52620928	0.464	0.061	0	HCC
Pgk1	0	0.52297042	0.664	0.189	0	HCC
Tmem150a	0	0.52286002	0.502	0.069	0	HCC
Tspan31	0	0.520411822	0.6	0.117	0	HCC
Timm8b	0	0.520127932	0.589	0.118	0	HCC
Ndufa13	0	0.519697666	0.848	0.374	0	HCC
Hgd	0	0.519485222	0.546	0.06	0	HCC
Atp5j	0	0.517131621	0.861	0.383	0	HCC
Tmbim6	0	0.516589797	0.885	0.546	0	HCC
Cmbl	0	0.516144906	0.489	0.061	0	HCC
Serpina10	0	0.514244411	0.508	0.059	0	HCC
Rgn	0	0.512815041	0.253	0.032	0	HCC
D8Ertd738e	0	0.510866721	0.674	0.191	0	HCC
Acat1	0	0.510439711	0.654	0.163	0	HCC
Tm6sf2	0	0.510257304	0.444	0.03	0	HCC
Adtrp	0	0.510130224	0.43	0.026	0	HCC
Atp5f1	0	0.508413309	0.783	0.295	0	HCC
Psmb6	0	0.507326189	0.649	0.169	0	HCC
Gnpnat1	0	0.507010865	0.565	0.102	0	HCC
Rogdi	0	0.505707114	0.515	0.066	0	HCC
Msra	0	0.504920485	0.507	0.058	0	HCC
Acp1	0	0.504399212	0.553	0.105	0	HCC
Spr	0	0.504297014	0.565	0.103	0	HCC
Igf1	0	0.503666385	0.54	0.136	0	HCC
Uqcrc1	0	0.503562032	0.579	0.129	0	HCC
Swi5	0	0.502531211	0.769	0.287	0	HCC
Mettl7a1	0	0.501366763	0.51	0.066	0	HCC
Tnfrsf12a	0	0.500473296	0.511	0.088	0	HCC
Pter	0	0.499440924	0.524	0.078	0	HCC
Gpt	0	0.499000155	0.488	0.049	0	HCC
Rpl36al	0	0.498733223	0.904	0.48	0	HCC
Rps5	0	0.498685281	0.867	0.408	0	HCC
Gstm4	0	0.49852675	0.399	0.034	0	HCC
Hc	0	0.498163564	0.502	0.071	0	HCC
Nsdhl	0	0.497358272	0.524	0.075	0	HCC
1110008P14Rik	0	0.496764558	0.555	0.107	0	HCC
Tspan8	0	0.496173202	0.606	0.175	0	HCC
Apon	0	0.495788112	0.485	0.038	0	HCC
Car8	0	0.495465162	0.563	0.112	0	HCC
Cox7a2	0	0.495320372	0.842	0.348	0	HCC
Gss	0	0.494179787	0.506	0.079	0	HCC
Bnip3	0	0.493939693	0.56	0.096	0	HCC
Got2	0	0.493724404	0.59	0.117	0	HCC
Insig2	0	0.493497866	0.557	0.1	0	HCC
Uroc1	0	0.491856383	0.444	0.027	0	HCC
Tm7sf2	0	0.49034498	0.447	0.045	0	HCC
Hsd3b7	0	0.488633252	0.389	0.03	0	HCC
Apoa5	0	0.488390795	0.39	0.032	0	HCC
Acadl	0	0.486830337	0.606	0.141	0	HCC
Rps4x	0	0.486002533	0.891	0.484	0	HCC
Akr1c20	0	0.48585521	0.518	0.071	0	HCC
Tmem126a	0	0.485594876	0.466	0.061	0	HCC
Pah	0	0.48520715	0.486	0.078	0	HCC
Proz	0	0.482382927	0.461	0.029	0	HCC
Pygl	0	0.482247575	0.537	0.069	0	HCC
Ube2v1	0	0.480368708	0.482	0.077	0	HCC
Park7	0	0.479714856	0.685	0.204	0	HCC
Asl	0	0.479097885	0.519	0.075	0	HCC
Sult1d1	0	0.474912566	0.463	0.041	0	HCC
Alad	0	0.4739509	0.52	0.088	0	HCC
Psmb5	0	0.473640999	0.709	0.228	0	HCC
Gulo	0	0.472771442	0.377	0.037	0	HCC
Bhmt2	0	0.472655698	0.478	0.038	0	HCC
Ndufb11	0	0.471859861	0.826	0.335	0	HCC
Cd81	0	0.471415256	0.781	0.349	0	HCC
Rpl36	0	0.470826032	0.886	0.438	0	HCC
Sod2	0	0.470721888	0.56	0.113	0	HCC
Fabp2	0	0.47063269	0.375	0.031	0	HCC
Sec13	0	0.46886287	0.517	0.094	0	HCC
Ssr2	0	0.468546909	0.592	0.145	0	HCC
Mtch2	0	0.467944719	0.589	0.131	0	HCC
Cxcl13	0	0.466864294	0.315	0.056	0	HCC
Timm17b	0	0.466106045	0.513	0.087	0	HCC
Ndufs8	0	0.46609154	0.511	0.088	0	HCC
Rpl24	0	0.465635364	0.919	0.553	0	HCC
Txnl1	0	0.462794709	0.62	0.161	0	HCC
Rab4a	0	0.460600355	0.503	0.063	0	HCC
Mrpl14	0	0.459414384	0.596	0.14	0	HCC
Mt2	0	0.458114963	0.581	0.194	0	HCC
Ces2a	0	0.456482421	0.4	0.017	0	HCC
Hoga1	0	0.456299849	0.446	0.038	0	HCC
Naxe	0	0.456077679	0.545	0.111	0	HCC
Prdx2	0	0.456001041	0.684	0.2	0	HCC
Gabarap	0	0.455030368	0.761	0.3	0	HCC
Gng5	0	0.45453974	0.877	0.423	0	HCC
Elob	0	0.454510529	0.835	0.369	0	HCC
Krt8	0	0.454307527	0.723	0.212	0	HCC
Selenok	0	0.454101374	0.786	0.326	0	HCC
Kmo	0	0.453980703	0.463	0.035	0	HCC
Bphl	0	0.453449786	0.448	0.059	0	HCC
Ndufb6	0	0.452963228	0.73	0.234	0	HCC
Creg1	0	0.451826059	0.75	0.263	0	HCC
Sdhd	0	0.451522431	0.621	0.146	0	HCC
Sec61g	0	0.451489244	0.913	0.499	0	HCC
Erich4	0	0.451355159	0.462	0.041	0	HCC
Psmd8	0	0.450789349	0.615	0.155	0	HCC
G6pc	0	0.450400928	0.377	0.053	0	HCC
Pgam1	0	0.450131216	0.597	0.144	0	HCC
Mdh2	0	0.449544112	0.603	0.152	0	HCC
Hspe1	0	0.449339318	0.917	0.487	0	HCC
Rarres1	0	0.448534102	0.442	0.029	0	HCC
Dnajc3	0	0.448056894	0.725	0.295	0	HCC
Vamp8	0	0.448047336	0.725	0.232	0	HCC
Psma3	0	0.44789092	0.707	0.238	0	HCC
Gadd45gip1	0	0.44768728	0.544	0.108	0	HCC
Cox8a	0	0.447529449	0.925	0.539	0	HCC
Otc	0	0.447016417	0.443	0.043	0	HCC
Mst1	0	0.446474345	0.443	0.039	0	HCC
Aup1	0	0.442851568	0.547	0.111	0	HCC
Cystm1	0	0.441342415	0.514	0.103	0	HCC
Oaz1	0	0.441164957	0.859	0.423	0	HCC
Eif3h	0	0.44109623	0.567	0.129	0	HCC
Ufc1	0	0.440927595	0.569	0.123	0	HCC
Fkbp2	0	0.439152201	0.676	0.205	0	HCC
Cd9	0	0.437836769	0.675	0.219	0	HCC
Atp5g2	0	0.437584389	0.79	0.345	0	HCC
Amacr	0	0.437279245	0.468	0.045	0	HCC
Acox1	0	0.435842782	0.556	0.105	0	HCC
Mea1	0	0.435353264	0.466	0.075	0	HCC
H2-T22	0	0.435229383	0.543	0.11	0	HCC
Mrpl20	0	0.435228945	0.599	0.151	0	HCC
Pipox	0	0.435024871	0.47	0.063	0	HCC
Fmo5	0	0.432894431	0.514	0.071	0	HCC
Ndufa4	0	0.43056518	0.971	0.673	0	HCC
Cyp2b9	0	0.430451156	0.397	0.017	0	HCC
Cela1	0	0.430333677	0.523	0.09	0	HCC
Crp	0	0.429334285	0.469	0.066	0	HCC
Elovl2	0	0.428972819	0.399	0.036	0	HCC
Mad2l2	0	0.428632333	0.443	0.059	0	HCC
Ech1	0	0.427822886	0.474	0.088	0	HCC
Serp1	0	0.427559813	0.792	0.306	0	HCC
Dhrs4	0	0.427420769	0.487	0.075	0	HCC
Mvk	0	0.426463836	0.412	0.04	0	HCC
Cd1d1	0	0.425751509	0.491	0.071	0	HCC
Slc48a1	0	0.425577417	0.512	0.107	0	HCC
Acy3	0	0.425363017	0.42	0.041	0	HCC
Gdf15	0	0.425121036	0.44	0.099	0	HCC
Rdh5	0	0.42455561	0.409	0.03	0	HCC
Lcat	0	0.424257815	0.411	0.025	0	HCC
C8a	0	0.424024523	0.428	0.034	0	HCC
Slc37a4	0	0.423264281	0.437	0.045	0	HCC
Mrpl54	0	0.422279064	0.495	0.099	0	HCC
Hmgcs2	0	0.421812201	0.61	0.147	0	HCC
Ttpa	0	0.421520027	0.508	0.07	0	HCC
Mrps34	0	0.420747775	0.493	0.085	0	HCC
Tmed2	0	0.420580957	0.695	0.241	0	HCC
Slc25a17	0	0.420539864	0.507	0.094	0	HCC
Smim14	0	0.420244065	0.558	0.122	0	HCC
Aldh7a1	0	0.419409484	0.517	0.084	0	HCC
Eif6	0	0.41910348	0.536	0.113	0	HCC
Fdx1	0	0.419012151	0.65	0.168	0	HCC
Abhd14b	0	0.4185745	0.479	0.064	0	HCC
Gm35696	0	0.418499443	0.336	0.032	0	HCC
Bccip	0	0.417528018	0.534	0.104	0	HCC
Idh1	0	0.417437209	0.63	0.151	0	HCC
Cox6b1	0	0.415161021	0.873	0.417	0	HCC
Gcdh	0	0.41490955	0.471	0.054	0	HCC
Stoml2	0	0.414580509	0.472	0.078	0	HCC
Abcc2	0	0.414475577	0.436	0.073	0	HCC
Ndufb5	0	0.412993761	0.697	0.209	0	HCC
Uqcrb	0	0.411345163	0.913	0.509	0	HCC
Cox5a	0	0.411178543	0.867	0.441	0	HCC
Ift20	0	0.410612871	0.576	0.142	0	HCC
Ly6e	0	0.410467085	0.808	0.385	0	HCC
Sqle	0	0.410211781	0.466	0.064	0	HCC
Vnn3	0	0.409965663	0.395	0.033	0	HCC
Tpmt	0	0.409858317	0.459	0.063	0	HCC
F11	0	0.409494626	0.408	0.024	0	HCC
Bloc1s1	0	0.408184963	0.721	0.237	0	HCC
Timm8a1	0	0.408157718	0.466	0.062	0	HCC
Gcgr	0	0.408022598	0.429	0.04	0	HCC
Rps2	0	0.407994449	0.922	0.578	0	HCC
Acaa1b	0	0.405342888	0.367	0.037	0	HCC
Naca	0	0.405340781	0.781	0.326	0	HCC
Slc22a18	0	0.405274947	0.44	0.051	0	HCC
Eci1	0	0.404463427	0.437	0.065	0	HCC
Ugp2	0	0.403657093	0.733	0.263	0	HCC
Pmpcb	0	0.403495755	0.48	0.075	0	HCC
F5	0	0.402110964	0.448	0.05	0	HCC
Yif1a	0	0.401812556	0.427	0.053	0	HCC
Derl1	0	0.401744956	0.581	0.141	0	HCC
Ephx2	0	0.400716432	0.433	0.05	0	HCC
Tufm	0	0.400450844	0.484	0.08	0	HCC
Eef1d	0	0.396426569	0.629	0.18	0	HCC
2310039H08Rik	0	0.395978906	0.523	0.1	0	HCC
Itih5	0	0.3955535	0.489	0.085	0	HCC
Tkfc	0	0.39286154	0.429	0.045	0	HCC
Fam162a	0	0.392151051	0.618	0.164	0	HCC
Timm13	0	0.391977804	0.748	0.274	0	HCC
Pgm2	0	0.391866327	0.488	0.071	0	HCC
Hspb8	0	0.391766749	0.403	0.045	0	HCC
Rgs16	0	0.39175596	0.327	0.035	0	HCC
Nipsnap3b	0	0.391686282	0.471	0.076	0	HCC
Mrps18b	0	0.391356497	0.423	0.06	0	HCC
Saa4	0	0.391296706	0.416	0.037	0	HCC
Hsd3b3	0	0.390595596	0.358	0.014	0	HCC
Serpina11	0	0.390454064	0.377	0.023	0	HCC
Cnpy2	0	0.390309685	0.551	0.126	0	HCC
Mlf2	0	0.390206135	0.582	0.151	0	HCC
Ndufb2	0	0.389110195	0.66	0.188	0	HCC
Rpl19	0	0.388612334	0.897	0.526	0	HCC
Gm4788	0	0.388434368	0.449	0.047	0	HCC
Ppdpf	0	0.387885503	0.543	0.121	0	HCC
Surf4	0	0.38777672	0.628	0.172	0	HCC
Dhfr	0	0.387771356	0.396	0.044	0	HCC
Cyp2c40	0	0.387239516	0.264	0.015	0	HCC
Ctsl	0	0.387132927	0.811	0.411	0	HCC
Echdc2	0	0.386970526	0.479	0.079	0	HCC
Acadvl	0	0.38506856	0.521	0.091	0	HCC
Emc6	0	0.383713728	0.564	0.122	0	HCC
Rps7	0	0.383578849	0.913	0.538	0	HCC
Ddah1	0	0.383377709	0.537	0.104	0	HCC
Acss2	0	0.383365856	0.395	0.039	0	HCC
Timm23	0	0.383213097	0.523	0.109	0	HCC
Enpp2	0	0.382937305	0.419	0.046	0	HCC
Sra1	0	0.381805628	0.524	0.111	0	HCC
