source	term_name	term_id	adjusted_p_value	negative_log10_of_adjusted_p_value	Fold_enrichment	term_size	query_size	intersection_size	effective_domain_size	intersections
GO:MF	ubiquitin protein ligase binding	GO:0031625	1.23056E-05	4.909897211	2.951594608	308	790	34	21123	ACTG1,ATP6V0C,AUP1,BAG1,CLU,DERL1,EIF4E2,ELOB,GABARAP,GABARAPL2,GPI1,HSP90AB1,HSPA8,ISG15,MAP1LC3B,NDUFS2,NEDD8,PA2G4,PSMA3,RBX1,RPL11,SLC22A18,SLC25A5,SQSTM1,STUB1,SUMO2,TPI1,TUBB5,UBA52,UBB,UBE2L3,UBE2N,UQCRC1,XBP1
GO:MF	peptidase inhibitor activity	GO:0030414	2.27874E-05	4.642304611	3.373482787	214	790	27	21123	A2ML1,AHSG,AMBP,ANXA2,BST2,CST3,CSTB,FETUB,GAPDH,HRG,KNG1,KNG2,PEBP1,PRDX3,PRDX5,SERPINA10,SERPINA12,SERPINA1B,SERPINA1D,SERPINA1E,SERPINA3M,SERPINC1,SERPIND1,SERPINF1,SERPING1,SLPI,SPINT2
GO:MF	intramolecular oxidoreductase activity	GO:0016860	2.75061E-05	4.560570619	6.684493671	52	790	13	21123	CRELD2,DDT,EBP,ECH1,ECI1,ERP44,GPI1,HSD3B3,MIF,P4HB,PDIA3,PDIA6,TPI1
GO:MF	electron transfer activity	GO:0009055	4.34875E-05	4.361635709	5.494104387	73	790	15	21123	COX4I1,COX5A,COX5B,COX7A2,COX7B,COX8A,CYB5A,CYC1,CYCS,ETFA,GLRX3,GLRX5,NDUFA4,SDHB,UQCRFS1
GO:MF	oxidoreductase activity, acting on a sulfur group of donors	GO:0016667	8.92239E-05	4.049518806	6.098134577	57	790	13	21123	GFER,GLRX3,GLRX5,MSRB1,P4HB,PDIA3,PDIA6,PGK1,SELENBP1,SQOR,TXN2,TXNDC17,TXNL1
GO:MF	amide binding	GO:0033218	9.73959E-05	4.011459201	2.622798607	367	790	36	21123	ACADL,ACADS,ANG,ANXA5,AP2M1,APOA1,CLTA,CLTB,CLU,CST3,CTSL,DBI,FKBP1A,GNMT,GSS,GSTA4,GSTM1,GSTM2,GSTM7,GSTP1,H2-Q10,HMGCL,HSP90AB1,HSPA8,ITM2B,KDELR1,KDELR2,MGST1,MTHFS,MTHFSL,PHB2,PPIA,PPIB,RPLP0,SCP2,SRP14
GO:MF	steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	GO:0033764	0.000139064	3.856784962	7.173602964	41	790	11	21123	AKR1C18,AKR1C20,AKR1C6,H2-KE6,HSD11B1,HSD17B10,HSD17B12,HSD17B2,HSD3B3,HSD3B7,RDH16F2
GO:MF	isomerase activity	GO:0016853	0.000158599	3.799700809	3.565063291	165	790	22	21123	CRELD2,DDT,EBP,ECH1,ECI1,ERP44,FKBP11,FKBP1A,FKBP2,GPI1,GSTZ1,HSD3B3,MIF,NAXE,P4HB,PDIA3,PDIA6,PGAM1,PGM2,PPIA,PPIB,TPI1
GO:MF	sulfur compound binding	GO:1901681	0.000226323	3.645270802	2.947493272	254	790	28	21123	ACADL,ACADS,ANG,ANGPTL3,APOH,CXCL13,DBI,F2,GNMT,GSS,GSTA4,GSTM1,GSTM2,GSTM7,GSTP1,HMGB1,HMGCL,HRG,HSD17B12,MGST1,PDCD5,PPIA,RPL29,SCP2,SERPINA10,SERPINC1,SERPIND1,VTN
GO:MF	thioredoxin peroxidase activity	GO:0008379	0.000276501	3.558302921	22.28164557	6	790	5	21123	PRDX1,PRDX2,PRDX3,PRDX4,PRDX5
GO:MF	translation regulator activity	GO:0045182	0.000319778	3.495151749	3.687996508	145	790	20	21123	CNBP,EEF1A1,EEF1D,EIF1,EIF2S1,EIF3F,EIF3H,EIF3I,EIF3K,EIF3M,EIF4E2,EIF4EBP1,EIF5A,EIF6,MRPL58,PAIP2,PCBP1,RPL10-PS3,RPS14,TUFM
GO:MF	proton-transporting ATP synthase activity, rotational mechanism	GO:0046933	0.000320824	3.493732764	10.18589512	21	790	8	21123	ATP5B,ATP5C1,ATP5D,ATP5F1,ATP5G1,ATP5G2,ATP5G3,ATP5J
GO:MF	carbon-oxygen lyase activity	GO:0016835	0.000579184	3.237183418	4.861449942	77	790	14	21123	ALAD,CAR8,CYP1A2,ECHDC2,ECHDC3,ECHS1,ECI1,ENO1,FH1,HACD2,PARK7,PCBD1,RPS3,TPI1
GO:MF	enzyme regulator activity	GO:0030234	0.000609806	3.214808213	1.840265464	988	790	68	21123	1300017J02RIK,A2ML1,ADRM1,AHSG,AMBP,ANGPTL3,ANXA2,APOA1,APOA2,APOC1,APOH,ARF1,ARL1,BAG1,BCCIP,BST2,CALM1,CIB1,CSNK2B,CST3,CSTB,CTSH,DAD1,DDOST,DNAJC3,FETUB,GAPDH,GCHFR,GCLM,GDI2,GRPEL1,GSTP1,HMGB1,HRG,HSP90AB1,KNG1,KNG2,KRTCAP2,LGALS9,MAP2K2,OAZ1,PARK7,PDCD5,PEBP1,PFN1,PRDX3,PRDX5,PSME1,PSME2,RAB4A,RANBP1,RNH1,RPL11,RPS7,SERPINA10,SERPINA12,SERPINA1B,SERPINA1D,SERPINA1E,SERPINA3M,SERPINC1,SERPIND1,SERPINF1,SERPING1,SLPI,SPINT2,UBE2L3,UGT1A1
GO:MF	steroid dehydrogenase activity	GO:0016229	0.00078305	3.106210374	6.127452532	48	790	11	21123	AKR1C18,AKR1C20,AKR1C6,H2-KE6,HSD11B1,HSD17B10,HSD17B12,HSD17B2,HSD3B3,HSD3B7,RDH16F2
GO:MF	hydro-lyase activity	GO:0016836	0.001216412	2.914919169	5.347594937	60	790	12	21123	ALAD,CAR8,CYP1A2,ECHDC2,ECHDC3,ECHS1,ECI1,ENO1,FH1,HACD2,PARK7,PCBD1
GO:MF	disulfide oxidoreductase activity	GO:0015036	0.00130167	2.885499242	6.52145724	41	790	10	21123	GFER,GLRX3,GLRX5,P4HB,PDIA3,PDIA6,PGK1,TXN2,TXNDC17,TXNL1
GO:MF	protein-containing complex binding	GO:0044877	0.001788821	2.747433067	1.637769957	1453	790	89	21123	ADRM1,ALAD,AMBP,ANGPTL3,APCS,APOA1,APOA2,ARPC1B,ARPC2,ARPC3,ARPC5L,ATP5D,ATP5F1,ATP5J,ATP6V0D1,BCAP31,C1QBP,C8G,CD63,CD81,CD9,CFL1,CLTA,CLU,CSNK2B,CTSH,CTSL,EDF1,EIF1,EIF2S1,EIF3K,EIF5A,EIF6,ELOB,ENO1,FIS1,FKBP1A,GCHFR,GCLM,GNB2,H2AFZ,H2-Q10,H3F3A,H3F3B,HMGB1,HMGN1,HRG,HSD17B12,ISG15,MIF,NDUFA4,NDUFA8,NME2,NR0B2,OAZ1,P4HB,PARK7,PON1,PPIA,PPIB,PPP1CA,RAC1,RAN,RAP1A,RBM3,RBP4,RBX1,RPS2,RPS3,RPSA,SCP2,SEC61B,SLC9A3R1,SNRPD2,SPCS1,SQSTM1,SRP72,SUCLG1,TMED10,TTR,TUBB5,TXN2,UQCRC1,UQCRC2,UQCRFS1,VAPA,VPS28,VTN,ZNHIT1
GO:MF	proton channel activity	GO:0015252	0.002866929	2.542583012	7.922362869	27	790	8	21123	ATP5B,ATP5C1,ATP5D,ATP5F1,ATP5G1,ATP5G2,ATP5G3,ATP5J
GO:MF	lipid binding	GO:0008289	0.00324784	2.488405348	1.876349101	798	790	56	21123	ADH5,AFP,AKR1C18,AKR1C20,AKR1C6,ALB,ALDOB,ANXA2,ANXA4,ANXA5,AP2M1,APOA1,APOA2,APOC1,APOC3,APOH,APOM,ATP5G1,ATP5G2,ATP5G3,C8G,CD81,CFL1,CHMP2A,DBI,F10,F2,FABP1,FABP2,FABP5,GSTM1,GSTM7,GSTP1,HMGB1,HSD11B1,HSPA8,MANF,MBL2,MVB12A,NME2,NPC2,PEBP1,PEMT,PFN1,PGRMC1,PHB2,PON1,RBP1,RBP4,RIDA,SCP2,SH3GLB1,SNX3,STOML2,TSPO,UGT1A1
GO:MF	quinone binding	GO:0048038	0.003317994	2.479124435	9.358291139	20	790	7	21123	H2-KE6,NDUFS2,NDUFS7,SDHB,SDHD,SQOR,VKORC1
GO:MF	translation regulator activity, nucleic acid binding	GO:0090079	0.003490271	2.457140858	3.752698201	114	790	16	21123	EEF1A1,EEF1D,EIF1,EIF2S1,EIF3F,EIF3H,EIF3I,EIF3K,EIF3M,EIF4E2,EIF5A,EIF6,MRPL58,PAIP2,PCBP1,TUFM
GO:MF	glutathione binding	GO:0043295	0.004816578	2.317261358	8.912658228	21	790	7	21123	GSS,GSTA4,GSTM1,GSTM2,GSTM7,GSTP1,MGST1
GO:MF	small molecule binding	GO:0036094	0.006049364	2.218290297	1.417846721	2659	790	141	21123	SEPT7,ACADL,ACADS,ACAT1,ACTB,ACTG1,ADH5,ADK,AFP,AGXT,AHCY,AK2,AK6,AKR1C18,AKR1C20,AKR1C6,ALB,ALDH2,ALDOA,ALDOB,APOA1,APOA2,APOC1,APRT,ARF1,ARF4,ARF5,ARL1,ASPDH,ASS1,ATP5B,BAG1,BSG,C1QBP,C8G,CCT5,CCT7,CCT8,CD81,CYB5R3,DBI,DDAH1,EEF1A1,ERH,ETFA,FABP1,FABP2,FABP5,FBP1,GALK1,GAPDH,GCHFR,GFER,GLUD1,GNMT,GNPNAT1,GPI1,GRHPR,GRPEL1,GSS,GSTM7,GSTP1,GUK1,H2-KE6,HAAO,HADH,HAO1,HINT1,HMGCL,HSD11B1,HSP90AB1,HSPA8,IDH1,IDH2,IDH3B,ITM2B,LCN2,LDHA,LMAN2,MAP2K2,MBL2,MDH1,MOCS2,MTHFS,MTHFSL,MUP20,MUP3,NAXE,NDUFA13,NDUFS2,NDUFV1,NME2,NPC2,NT5C,PEBP1,PFN1,PGK1,PGLS,PHYH,PMVK,PSMC2,PSMC4,QDPR,RAB11A,RAB4A,RAC1,RAN,RAP1A,RBP1,RBP4,RHEB,RHOA,RHOC,RHOD,RIDA,SAR1B,SCP2,SEPHS2,SH3GLB1,SLC27A2,SOD2,SQOR,STK16,SUCLG1,TALDO1,TDO2,TM7SF2,TSPO,TUBA1C,TUBB2A,TUBB4B,TUBB5,TUFM,UBE2D3,UBE2F,UBE2I,UBE2L3,UBE2N,UGT1A1,VDAC2,VDAC3
GO:MF	iron-sulfur cluster binding	GO:0051536	0.006565771	2.182714262	4.583652803	70	790	12	21123	CISD1,GLRX3,GLRX5,ISCA2,ISCU,NDUFS2,NDUFS7,NDUFS8,NDUFV1,NDUFV2,SDHB,UQCRFS1
GO:MF	metal cluster binding	GO:0051540	0.006565771	2.182714262	4.583652803	70	790	12	21123	CISD1,GLRX3,GLRX5,ISCA2,ISCU,NDUFS2,NDUFS7,NDUFS8,NDUFV1,NDUFV2,SDHB,UQCRFS1
GO:MF	serine-type endopeptidase inhibitor activity	GO:0004867	0.006821212	2.166138466	3.565063291	120	790	16	21123	A2ML1,AMBP,ANXA2,PEBP1,SERPINA10,SERPINA12,SERPINA1B,SERPINA1D,SERPINA1E,SERPINA3M,SERPINC1,SERPIND1,SERPINF1,SERPING1,SLPI,SPINT2
GO:MF	glutathione peroxidase activity	GO:0004602	0.006836749	2.165150357	8.507537399	22	790	7	21123	GPX1,GPX4,GSTM7,GSTP1,GSTT1,MGST1,MGST3
GO:MF	misfolded protein binding	GO:0051787	0.006836749	2.165150357	8.507537399	22	790	7	21123	CLU,DERL1,DERL2,DNAJC3,HSPA8,SDF2L1,STUB1
GO:MF	oligopeptide binding	GO:1900750	0.006836749	2.165150357	8.507537399	22	790	7	21123	GSS,GSTA4,GSTM1,GSTM2,GSTM7,GSTP1,MGST1
GO:MF	proton-transporting ATPase activity, rotational mechanism	GO:0046961	0.006836749	2.165150357	8.507537399	22	790	7	21123	ATP5B,ATP6V0B,ATP6V0C,ATP6V0D1,ATP6V0E,ATP6V1E1,ATP6V1F
GO:MF	ATPase activity, coupled to transmembrane movement of ions, rotational mechanism	GO:0044769	0.006836749	2.165150357	8.507537399	22	790	7	21123	ATP5B,ATP6V0B,ATP6V0C,ATP6V0D1,ATP6V0E,ATP6V1E1,ATP6V1F
GO:MF	protease binding	GO:0002020	0.007902982	2.102209026	3.230090901	149	790	18	21123	ADRM1,ALDOA,ANXA2,CST3,CSTB,DDT,DERL1,DERL2,LCN2,MBL2,MIF,NDUFS7,PARK7,SERPINA1B,SERPINA1D,SERPINA1E,SERPINC1,XBP1
GO:MF	lyase activity	GO:0016829	0.00930862	2.031114709	2.879474197	195	790	21	21123	ALAD,ALDOA,ALDOB,CAR8,CYP1A2,DDT,ECHDC2,ECHDC3,ECHS1,ECI1,ENO1,FH1,GLO1,HACD2,HMGB1,HMGCL,MGST3,PARK7,PCBD1,RPS3,TPI1
GO:MF	translation factor activity, RNA binding	GO:0008135	0.009662174	2.014925143	3.85908913	97	790	14	21123	EEF1A1,EEF1D,EIF1,EIF2S1,EIF3F,EIF3H,EIF3I,EIF3K,EIF3M,EIF4E2,EIF5A,EIF6,MRPL58,TUFM
GO:MF	RNA binding	GO:0003723	0.013289478	1.876492078	1.618572367	1272	790	77	21123	ANG,CCT5,CNBP,EEF1A1,EEF1D,EIF1,EIF2S1,EIF3F,EIF3H,EIF3I,EIF3K,EIF3M,EIF4E2,EIF5A,EIF6,ENO1,HMGB1,HNRNPF,HSD17B10,HSP90AB1,HSPA8,MRPL20,MRPL21,MRPL58,MRPS17,MRPS7,NUDT4,PA2G4,PAIP2,PARK7,PCBP1,PSMA6,RAN,RBM3,RIDA,RPL10A,RPL11,RPL13,RPL14,RPL15,RPL18,RPL19,RPL24,RPL26,RPL3,RPL6,RPL7,RPL7A,RPL8,RPL9-PS6,RPLP0,RPS10,RPS11,RPS14,RPS16,RPS18,RPS19,RPS2,RPS20,RPS26,RPS3,RPS3A1,RPS4X,RPS5,RPS6,RPS7,RTRAF,SLPI,SNU13,SRA1,SRP14,SRP72,TST,TUBB4B,TUFM,U2AF1,YBX1
GO:MF	ATPase binding	GO:0051117	0.013766313	1.861182353	3.743316456	100	790	14	21123	AK6,ALDOB,ARPC2,ATOX1,ATP6V1E1,ATP6V1G1,CLPP,DERL1,FXYD1,GRPEL1,RAB4A,RAC1,SDF2L1,SNU13
GO:MF	cytochrome-c oxidase activity	GO:0004129	0.023136837	1.635696007	7.198685492	26	790	7	21123	COX4I1,COX5A,COX5B,COX7A2,COX7B,COX8A,NDUFA4
GO:MF	heme-copper terminal oxidase activity	GO:0015002	0.023136837	1.635696007	7.198685492	26	790	7	21123	COX4I1,COX5A,COX5B,COX7A2,COX7B,COX8A,NDUFA4
GO:MF	oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor	GO:0016676	0.023136837	1.635696007	7.198685492	26	790	7	21123	COX4I1,COX5A,COX5B,COX7A2,COX7B,COX8A,NDUFA4
GO:MF	pyrophosphate hydrolysis-driven proton transmembrane transporter activity	GO:0009678	0.023311399	1.632431664	6.111537071	35	790	8	21123	ATP5B,ATP6V0B,ATP6V0C,ATP6V0D1,ATP6V0E,ATP6V1E1,ATP6V1F,ATP6V1G1
GO:MF	peptide binding	GO:0042277	0.027859267	1.55503031	2.380778568	292	790	26	21123	ANG,ANXA5,AP2M1,APOA1,CLTA,CLTB,CLU,CST3,CTSL,GSS,GSTA4,GSTM1,GSTM2,GSTM7,GSTP1,H2-Q10,HSP90AB1,HSPA8,ITM2B,KDELR1,KDELR2,MGST1,PPIA,PPIB,RPLP0,SRP14
GO:MF	oxidoreductase activity, acting on a heme group of donors	GO:0016675	0.030231305	1.519543104	6.932067511	27	790	7	21123	COX4I1,COX5A,COX5B,COX7A2,COX7B,COX8A,NDUFA4
GO:MF	monosaccharide binding	GO:0048029	0.033933069	1.469376857	3.912874344	82	790	12	21123	ALDOA,ALDOB,BSG,FBP1,GALK1,GNPNAT1,GPI1,LMAN2,MBL2,PGLS,PHYH,TALDO1
GO:MF	NADH binding	GO:0070404	0.034291115	1.46481839	26.73797468	3	790	3	21123	ALDH2,H2-KE6,QDPR
GO:MF	2 iron, 2 sulfur cluster binding	GO:0051537	0.039014211	1.408777169	6.684493671	28	790	7	21123	CISD1,GLRX5,ISCA2,ISCU,NDUFV2,SDHB,UQCRFS1
GO:MF	selenium binding	GO:0008430	0.040850623	1.388801314	15.27884268	7	790	4	21123	GPX4,PRDX2,SELENBP1,SELENOP
GO:MF	heme binding	GO:0020037	0.041928834	1.377487216	2.760986516	184	790	19	21123	AMBP,CYB5A,CYC1,CYCS,CYP1A2,CYP2A12,CYP2A4,CYP2C68,CYP2C70,CYP2D22,CYP2D26,CYP2D9,HPX,HRG,PGRMC1,PRDX1,SDHD,SLC48A1,TDO2
GO:MF	lipase inhibitor activity	GO:0055102	0.047622021	1.322192173	10.28383642	13	790	5	21123	ANGPTL3,ANXA2,APOA1,APOA2,APOC1
GO:BP	peptide metabolic process	GO:0006518	4.49E-45	44.3476619	4.355878294	806	802	132	21331	ANG,CLU,CNBP,COA3,CPN1,CTSH,CTSL,DNAJC3,EEF1A1,EEF1D,EIF1,EIF2S1,EIF3F,EIF3H,EIF3I,EIF3K,EIF3M,EIF4E2,EIF4EBP1,EIF5A,EIF6,FAU,GAPDH,GCLM,GLO1,GPX1,GPX4,GSS,GSTA3,GSTA4,GSTM1,GSTM2,GSTM3,GSTM6,GSTM7,GSTP1,GSTT1,GSTT3,GSTZ1,HAGH,IDH1,KXD1,MGST1,MRPL12,MRPL14,MRPL15,MRPL17,MRPL20,MRPL21,MRPL22,MRPL30,MRPL34,MRPL35,MRPL43,MRPL55,MRPL58,MRPS10,MRPS12,MRPS14,MRPS15,MRPS16,MRPS17,MRPS18A,MRPS18B,MRPS24,MRPS34,MRPS7,NDUFA7,PA2G4,PAIP2,PARK7,PCBP1,PPP1CA,PSENEN,RBM3,RHOA,RIDA,RPL10A,RPL10-PS3,RPL11,RPL13,RPL14,RPL15,RPL18,RPL18A,RPL19,RPL21,RPL24,RPL26,RPL27,RPL28,RPL29,RPL3,RPL31,RPL32,RPL34,RPL36,RPL36AL,RPL6,RPL7,RPL8,RPL9-PS6,RPLP0,RPS11,RPS14,RPS15A,RPS16,RPS18,RPS19,RPS2,RPS20,RPS24,RPS26,RPS3,RPS3A1,RPS4X,RPS5,RPS6,RPS7,RPSA,SEC11A,SEC11C,SOD2,SPCS1,SPCS2,TMED10,TMED2,TUFM,UBA52,UQCC2,YBX1,ZFP706
GO:BP	methylglyoxal metabolic process	GO:0009438	4.08659E-05	4.388639038	22.79764874	7	802	6	21331	ALDOA,GLO1,HAGH,PARK7,PNKD,TPI1
GO:BP	cellular amide metabolic process	GO:0043603	3.33E-44	43.4775227	3.778161604	1063	802	151	21331	ACAT1,ANG,ASS1,CERS2,CLU,CNBP,COA3,CPN1,CTSH,CTSL,DGAT2,DNAJC3,EEF1A1,EEF1D,EIF1,EIF2S1,EIF3F,EIF3H,EIF3I,EIF3K,EIF3M,EIF4E2,EIF4EBP1,EIF5A,EIF6,FAU,GAPDH,GCLM,GLO1,GLYAT,GPX1,GPX4,GSS,GSTA3,GSTA4,GSTM1,GSTM2,GSTM3,GSTM6,GSTM7,GSTP1,GSTT1,GSTT3,GSTZ1,HAGH,HMGCL,HSD11B1,IDH1,KXD1,MGST1,MPC1,MPC2,MRPL12,MRPL14,MRPL15,MRPL17,MRPL20,MRPL21,MRPL22,MRPL30,MRPL34,MRPL35,MRPL43,MRPL55,MRPL58,MRPS10,MRPS12,MRPS14,MRPS15,MRPS16,MRPS17,MRPS18A,MRPS18B,MRPS24,MRPS34,MRPS7,MTHFS,MTHFSL,NDUFA7,NIT2,PA2G4,PAIP2,PARK7,PCBP1,PEMT,PGAM1,PMVK,PPP1CA,PSENEN,RBM3,RHOA,RIDA,RPL10A,RPL10-PS3,RPL11,RPL13,RPL14,RPL15,RPL18,RPL18A,RPL19,RPL21,RPL24,RPL26,RPL27,RPL28,RPL29,RPL3,RPL31,RPL32,RPL34,RPL36,RPL36AL,RPL6,RPL7,RPL8,RPL9-PS6,RPLP0,RPS11,RPS14,RPS15A,RPS16,RPS18,RPS19,RPS2,RPS20,RPS24,RPS26,RPS3,RPS3A1,RPS4X,RPS5,RPS6,RPS7,RPSA,SCP2,SEC11A,SEC11C,SOD2,SPCS1,SPCS2,SPTSSA,SUCLG1,TDO2,TMED10,TMED2,TUFM,UBA52,UQCC2,YBX1,ZFP706
GO:BP	metabolic process	GO:0008152	6.41E-41	40.1931912	1.425832326	11640	802	624	21331	A2ML1,AADAC,ABHD5,ACADL,ACADS,ACAT1,ACP1,ACP5,ACTB,ACTG1,ADH5,ADIPOR1,ADK,ADRM1,AES,AFP,AGPAT2,AGT,AGXT,AHCY,AHSG,AIG1,AK2,AK6,AKR1A1,AKR1C18,AKR1C20,AKR1C6,AKR7A5,ALAD,ALDH2,ALDH8A1,ALDOA,ALDOB,AMBP,ANG,ANGPTL3,ANGPTL8,ANXA2,ANXA4,AP2M1,APCS,APOA1,APOA2,APOC1,APOC3,APOF,APOH,APOM,APRT,ARF1,ARF4,ARL1,ARL6IP5,ASGR2,ASPDH,ASS1,ATP5B,ATP5C1,ATP5D,ATP5F1,ATP5G1,ATP5G2,ATP5G3,ATP5J,ATP6V0C,AUP1,AURKAIP1,AVPI1,BAG1,BC004004,BCAP31,BCCIP,BLOC1S1,BLVRB,BSG,BST2,C1QBP,CALM1,CAPNS1,CAR8,CBR1,CCL9,CCS,CCT5,CCT7,CCT8,CD47,CD63,CD81,CD9,CEBPB,CELA1,CENPX,CERS2,CES2A,CFB,CFI,CFL1,CHCHD10,CHCHD2,CHCHD3,CIB1,CIDEB,CISD1,CLDN3,CLPP,CLU,CNBP,CNPY2,COA3,COMT,COPS6,COX4I1,COX5A,COX5B,COX6B1,COX7A2,COX7B,COX8A,CPB2,CPN1,CREG1,CSNK2B,CST3,CSTB,CTSA,CTSH,CTSL,CTSZ,CXCL1,CYB5A,CYB5R3,CYC1,CYCS,CYP1A2,CYP2A12,CYP2A4,CYP2C68,CYP2C70,CYP2D22,CYP2D26,CYP2D9,DAD1,DAP,DBI,DCXR,DDAH1,DDOST,DDRGK1,DDT,DERL1,DERL2,DGAT2,DHRS1,DHRS4,DNAJB11,DNAJC3,EBP,ECH1,ECHDC2,ECHDC3,ECHS1,ECI1,EDF1,EEF1A1,EEF1D,EIF1,EIF2S1,EIF3F,EIF3H,EIF3I,EIF3K,EIF3M,EIF4E2,EIF4EBP1,EIF5A,EIF6,ELOB,EMC6,ENO1,ERG28,ERP29,ERP44,ESD,ETFA,F10,F2,FABP1,FABP2,FABP5,FADS2,FAH,FAM162A,FAM96A,FAU,FBP1,FBXO6,FDFT1,FDPS,FETUB,FGA,FGB,FGG,FH1,FIS1,FKBP11,FKBP1A,FKBP2,FOXA3,FTH1,FXYD1,GABARAP,GABARAPL2,GALK1,GAMT,GAPDH,GCHFR,GCLM,GCSH,GFER,GLMP,GLO1,GLRX3,GLRX5,GLUD1,GLYAT,GNMT,GNPNAT1,GPI1,GPX1,GPX4,GRHPR,GSS,GSTA3,GSTA4,GSTM1,GSTM2,GSTM3,GSTM6,GSTM7,GSTP1,GSTT1,GSTT3,GSTZ1,GTF2B,GUK1,H2AFJ,H2AFZ,H2-KE6,H3F3A,H3F3B,HAAO,HACD2,HADH,HAGH,HAO1,HERPUD1,HGFAC,HINT1,HMGB1,HMGCL,HMGN1,HNRNPF,HP,HPD,HPX,HRG,HSBP1,HSD11B1,HSD17B10,HSD17B12,HSD17B2,HSD3B3,HSD3B7,HSP90AB1,HSPA8,HSPB8,IAH1,IDH1,IDH2,IDH3B,IER2,IFI27,IFNAR2,IFT20,ISCA2,ISCU,ISG15,ITM2B,JTB,KDELR1,KHK,KNG1,KNG2,KRTCAP2,KXD1,LAMTOR1,LAMTOR2,LAP3,LCN2,LDHA,LGALS9,LITAF,MAD2L2,MAP1LC3B,MAP2K2,MASP2,MDH1,MDH2,METTL7B,MGST1,MGST3,MIF,MLF2,MOCS2,MPC1,MPC2,MPDU1,MRPL12,MRPL14,MRPL15,MRPL17,MRPL20,MRPL21,MRPL22,MRPL30,MRPL34,MRPL35,MRPL43,MRPL55,MRPL58,MRPS10,MRPS12,MRPS14,MRPS15,MRPS16,MRPS17,MRPS18A,MRPS18B,MRPS24,MRPS34,MRPS7,MSRB1,MTCH2,MTHFS,MTHFSL,MVB12A,MYDGF,NACA,NAXE,NDFIP1,NDFIP2,NDUFA10,NDUFA13,NDUFA4,NDUFA6,NDUFA7,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB4,NDUFB5,NDUFB6,NDUFB8,NDUFB9,NDUFS2,NDUFS3,NDUFS5,NDUFS7,NDUFS8,NDUFV1,NDUFV2,NEDD8,NENF,NIT2,NME2,NPC2,NR0B2,NT5C,NUDT4,OAZ1,OST4,OSTC,P4HB,PA2G4,PAIP2,PAM16,PARK7,PCBD1,PCBP1,PDCD5,PDCD6,PDIA3,PDIA6,PEBP1,PEMT,PERP,PFDN5,PFN1,PGAM1,PGK1,PGLS,PGLYRP2,PGM2,PGRMC1,PHB,PHB2,PHYH,PLA2G12B,PLSCR1,PMPCB,PMVK,PNKD,PNPLA7,POLD4,POLR1D,PON1,PPA1,PPA2,PPIA,PPIB,PPP1CA,PRDX1,PRDX2,PRDX3,PRDX4,PRDX5,PRDX6,PRELID1,PROC,PSENEN,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB5,PSMB6,PSMB8,PSMC2,PSMC4,PSMD12,PSMD4,PSMD7,PSMD8,PSME1,PSME2,PTER,QDPR,QPRT,RAC1,RAN,RAP1A,RARRES2,RBM3,RBP1,RBP4,RBX1,RCL1,RDH16F2,RDH7,REXO2,RHEB,RHOA,RIDA,RNASE4,RNF181,RPL10A,RPL10-PS3,RPL11,RPL13,RPL14,RPL15,RPL18,RPL18A,RPL19,RPL21,RPL24,RPL26,RPL27,RPL28,RPL29,RPL3,RPL31,RPL32,RPL34,RPL36,RPL36AL,RPL6,RPL7,RPL7A,RPL8,RPL9-PS6,RPLP0,RPS11,RPS14,RPS15A,RPS16,RPS18,RPS19,RPS2,RPS20,RPS24,RPS26,RPS3,RPS3A1,RPS4X,RPS5,RPS6,RPS7,RPSA,RTRAF,SAT1,SC5D,SCP2,SDF2L1,SDHB,SDHD,SEC11A,SEC11C,SEC61B,SELENBP1,SELENOK,SELENOP,SELENOW,SEPHS2,SERPINA10,SERPINA12,SERPINA1B,SERPINA1D,SERPINA1E,SERPINA3M,SERPINC1,SERPIND1,SERPINF1,SERPING1,SFR1,SH3GLB1,SKP1A,SLC10A1,SLC25A17,SLC25A39,SLC27A2,SLC9A3R1,SLPI,SNRPD2,SNU13,SNX3,SOD2,SPCS1,SPCS2,SPINT2,SPR,SPTSSA,SQOR,SQSTM1,SRA1,SRM,SSU72,STK16,STOML2,STUB1,SUCLG1,SUMO2,SWI5,TALDO1,TBRG1,TDO2,TECR,TM6SF2,TM7SF2,TMED10,TMED2,TMEM14C,TMEM150A,TMEM208,TMEM258,TMEM59,TNFSF13,TPI1,TRMT112,TSPO,TST,TSTD1,TTR,TUFM,TXN2,TXNDC17,TXNL1,U2AF1,UBA52,UBB,UBE2D3,UBE2F,UBE2I,UBE2L3,UBE2N,UBE2V1,UFC1,UGT1A1,UOX,UPB1,UQCC2,UQCRB,UQCRC1,UQCRC2,UQCRFS1,URAH,VAMP8,VKORC1,VMP1,VPS28,VTN,XBP1,YBX1,YWHAQ,ZFP706,ZNHIT1
