gene	avg_logFC	p_val_adj	cluster
Hacd3	0.161710031	5.48E-231	SCT3+0
Ugt2b34	0.247437683	5.92E-231	SCT3+0
Kmt2e	0.144063978	7.02E-231	SCT3+0
Hnrnpl	0.156451399	1.71E-230	SCT3+0
Chmp1a	0.159035124	1.94E-230	SCT3+0
Dst	0.130426217	2.71E-230	SCT3+0
Mlycd	0.155170201	2.86E-230	SCT3+0
Cxxc5	0.152187203	1.00E-229	SCT3+0
Arl4a	0.184640907	1.45E-229	SCT3+0
Slc37a4	0.264415705	1.81E-229	SCT3+0
Cyp4f13	0.152186597	2.08E-229	SCT3+0
Psat1	0.17466167	4.03E-229	SCT3+0
Traf4	0.151652401	4.89E-229	SCT3+0
Eif4a3	0.163838328	7.78E-229	SCT3+0
Dnajc1	0.156960792	1.09E-228	SCT3+0
Dgat2	0.283356109	1.11E-228	SCT3+0
Socs2	0.180509276	1.39E-228	SCT3+0
Tgm2	0.146076364	2.90E-228	SCT3+0
Nrbf2	0.168016446	3.64E-228	SCT3+0
Klf3	0.173446364	3.84E-228	SCT3+0
Mri1	0.149601536	4.49E-228	SCT3+0
Sdf2	0.155893297	4.01E-227	SCT3+0
Slc27a2	0.341565646	4.25E-227	SCT3+0
Slc35c2	0.160754949	6.69E-227	SCT3+0
Thrap3	0.147821626	6.79E-227	SCT3+0
Nop10	-0.30632641	9.57E-227	SCT3+0
Gng5	-0.279154896	1.16E-226	SCT3+0
Wasf2	0.137453439	1.48E-226	SCT3+0
Abcb11	0.141372016	3.09E-226	SCT3+0
Ptov1	0.153449847	5.07E-226	SCT3+0
Limd2	0.183234221	7.29E-226	SCT3+0
Trib3	0.211807177	1.21E-225	SCT3+0
Sec62	0.235739901	2.05E-225	SCT3+0
Scrn2	0.151869922	4.23E-225	SCT3+0
Tor1aip2	0.166909942	4.84E-225	SCT3+0
Aco2	0.164365862	5.35E-225	SCT3+0
Gfra1	0.145028503	8.02E-225	SCT3+0
Rps12	-0.288637161	1.11E-224	SCT3+0
Cnpy3	0.153160165	1.22E-224	SCT3+0
Eva1a	0.168412337	2.19E-224	SCT3+0
Napa	0.185405229	2.52E-224	SCT3+0
Coq9	0.162731634	5.32E-224	SCT3+0
Pcx	0.144699208	6.12E-224	SCT3+0
Cyb5b	0.191506073	7.11E-224	SCT3+0
Dhrs3	0.16641839	8.48E-224	SCT3+0
Stra6l	0.149928769	9.54E-224	SCT3+0
Slc9a3r2	0.145434771	3.82E-223	SCT3+0
Smco4	0.160191218	5.77E-223	SCT3+0
Eif4h	0.157957594	8.68E-223	SCT3+0
Cpne3	0.157363593	9.72E-223	SCT3+0
Tmed4	0.20798431	1.01E-222	SCT3+0
Yif1b	0.17803094	1.45E-222	SCT3+0
Eif3d	0.165466737	4.29E-222	SCT3+0
Stat3	0.132594217	4.43E-222	SCT3+0
Gclc	0.165441032	4.48E-222	SCT3+0
Socs3	0.178323701	4.57E-222	SCT3+0
Chn2	0.156798462	4.61E-222	SCT3+0
Fndc3a	0.143410967	4.62E-222	SCT3+0
Furin	0.121492544	1.17E-221	SCT3+0
Atf6	0.134314471	2.16E-221	SCT3+0
Agxt	0.292211181	2.40E-221	SCT3+0
Rab1a	0.164554624	2.58E-221	SCT3+0
Aff4	0.138055822	2.92E-221	SCT3+0
Eif3b	0.152248492	2.04E-220	SCT3+0
Copg1	0.154338773	2.05E-220	SCT3+0
Ubc	0.329682836	2.24E-220	SCT3+0
Slc25a13	0.161755075	2.90E-220	SCT3+0
Sephs2	0.256859475	3.57E-220	SCT3+0
Akr7a5	0.237022302	8.96E-220	SCT3+0
Cct3	0.162279005	1.03E-219	SCT3+0
Uba1	0.138985912	1.78E-219	SCT3+0
Baiap2	0.145940133	8.55E-219	SCT3+0
Ctnna1	0.158580685	1.03E-218	SCT3+0
Abhd11	0.15271917	1.64E-218	SCT3+0
Cd164	0.16167464	1.67E-218	SCT3+0
Nadk2	0.158570115	1.85E-218	SCT3+0
Slc41a3	0.138544877	2.42E-218	SCT3+0
Tvp23b	0.173877612	5.06E-218	SCT3+0
Unc119	0.160878983	6.48E-218	SCT3+0
Nfic	0.13830028	8.06E-218	SCT3+0
Pdia3	0.308805628	1.46E-217	SCT3+0
C4bp	0.275317423	2.13E-216	SCT3+0
Ocstamp	0.165284644	3.19E-216	SCT3+0
D17Wsu92e	0.147629041	4.39E-216	SCT3+0
Secisbp2l	0.149207344	4.99E-216	SCT3+0
Insc	0.13835544	5.84E-216	SCT3+0
Rnh1	0.279486925	6.15E-216	SCT3+0
Mrps26	0.154837141	7.73E-216	SCT3+0
Ptprf	0.120419822	8.39E-216	SCT3+0
Pxdc1	0.152964318	8.69E-216	SCT3+0
Rtn3	0.180837649	8.96E-216	SCT3+0
Rpl18	0.259482636	2.02E-215	SCT3+0
Abca6	0.160451996	2.35E-215	SCT3+0
Faah	0.149297799	2.57E-215	SCT3+0
Tsr3	0.151395943	3.24E-215	SCT3+0
Gabarapl1	0.161261766	1.69E-214	SCT3+0
Rbms1	0.140642876	3.10E-214	SCT3+0
Scarb2	0.147613386	4.24E-214	SCT3+0
Kazald1	0.147317445	4.80E-214	SCT3+0
Atg101	0.153410339	1.95E-213	SCT3+0
Arhgdia	0.18082244	2.03E-213	SCT3+0
Uqcrc1	0.22132102	6.05E-213	SCT3+0
Nfkbia	0.246420592	1.05E-212	SCT3+0
Sec61b	-0.254347626	1.35E-212	SCT3+0
Tpgs1	0.145687778	1.36E-212	SCT3+0
Tnfaip8l1	0.166051577	3.06E-212	SCT3+0
Surf1	0.146200423	4.00E-212	SCT3+0
Abhd16a	0.141372517	5.52E-212	SCT3+0
Pih1d1	0.145315938	9.28E-212	SCT3+0
Amy1	0.166850186	1.25E-211	SCT3+0
Guk1	0.26287693	2.17E-211	SCT3+0
Nsd3	0.129092953	5.88E-211	SCT3+0
Rabep1	0.146206129	9.03E-211	SCT3+0
F11	0.213761773	1.46E-210	SCT3+0
Alg1	0.124827305	1.77E-210	SCT3+0
Cd2ap	0.134720627	1.90E-210	SCT3+0
Dpp3	0.131347047	4.61E-210	SCT3+0
Itih5	0.246769671	6.04E-210	SCT3+0
Chmp4b	0.158329582	7.48E-210	SCT3+0
Rp9	0.168995663	1.26E-209	SCT3+0
Reln	0.121030918	1.44E-209	SCT3+0
Cirbp	0.156307431	2.04E-209	SCT3+0
Atp6ap1	0.137561629	2.09E-209	SCT3+0
Cdipt	0.157039137	2.28E-209	SCT3+0
Tm7sf2	0.236094925	2.49E-209	SCT3+0
Nfkbib	0.154509036	2.58E-209	SCT3+0
Sema4g	0.120756826	7.75E-209	SCT3+0
Tmem9b	0.165902588	7.88E-209	SCT3+0
Ube2g2	0.152081195	1.11E-208	SCT3+0
Tmem222	0.151154264	1.23E-208	SCT3+0
Lrrc59	0.150983911	2.12E-208	SCT3+0
Cr1l	0.154219338	5.40E-208	SCT3+0
Cyp2b9	0.170380459	1.80E-207	SCT3+0
Calr	0.310165868	3.14E-207	SCT3+0
Pglyrp2	0.280399454	5.56E-207	SCT3+0
Tmem248	0.156103195	8.02E-207	SCT3+0
Rps27a	-0.24569917	3.63E-206	SCT3+0
Cpt1a	0.123413488	3.86E-206	SCT3+0
Dnajc10	0.149944513	1.19E-205	SCT3+0
Slc38a3	0.262774444	1.76E-205	SCT3+0
Gulo	0.450279969	2.17E-205	SCT3+0
Spryd4	0.148364943	2.21E-205	SCT3+0
Tsta3	0.144391482	4.18E-205	SCT3+0
Usp16	0.143878781	5.38E-205	SCT3+0
Yipf4	0.147649682	5.99E-205	SCT3+0
Txndc12	0.166041969	6.47E-205	SCT3+0
Fech	0.151155917	8.51E-205	SCT3+0
Hc	0.286613969	8.70E-205	SCT3+0
Ptp4a2	0.14434141	1.56E-204	SCT3+0
Kif5b	0.145348563	1.10E-203	SCT3+0
Actr3	0.16056161	1.34E-203	SCT3+0
Grb14	0.173635472	3.66E-203	SCT3+0
Tmem53	0.15353765	8.52E-203	SCT3+0
Sppl2a	0.198762836	1.29E-202	SCT3+0
Isoc1	0.15010506	1.69E-202	SCT3+0
Ifi27l2b	0.272941692	1.72E-202	SCT3+0
Tpp1	0.140519029	1.85E-202	SCT3+0
Myo1b	0.149093189	2.24E-202	SCT3+0
Keap1	0.141165821	2.27E-202	SCT3+0
Kyat3	0.15013555	2.40E-202	SCT3+0
Atp1b1	0.185657902	2.68E-202	SCT3+0
Gpaa1	0.129902461	2.98E-202	SCT3+0
Uap1l1	0.15234542	4.46E-202	SCT3+0
Shmt1	0.180761079	4.63E-202	SCT3+0
Raph1	0.141003828	4.87E-202	SCT3+0
Glmp	0.250072281	5.49E-202	SCT3+0
Sdc4	0.280896567	5.72E-202	SCT3+0
Rraga	0.1544116	5.86E-202	SCT3+0
Eif5b	0.149451599	1.78E-201	SCT3+0
Aox3	0.146684607	1.85E-201	SCT3+0
Smox	0.142011236	1.85E-201	SCT3+0
Lgals3bp	0.135029497	3.42E-201	SCT3+0
Rtf2	0.153994494	3.43E-201	SCT3+0
Cstb	-0.286703712	4.34E-201	SCT3+0
Rps20	-0.246583379	9.32E-201	SCT3+0
Fam173b	0.174746037	9.70E-201	SCT3+0
Sertad1	0.145447901	1.03E-200	SCT3+0
Ap1s1	0.190688196	1.03E-200	SCT3+0
Nudt22	0.137087943	1.50E-200	SCT3+0
Alg5	0.15600268	3.14E-200	SCT3+0
Gcgr	0.234896912	3.78E-200	SCT3+0
Fam35a	0.135025019	5.34E-200	SCT3+0
U2surp	0.137777782	5.54E-200	SCT3+0
Sars	0.166844392	5.85E-200	SCT3+0
Sgta	0.154893363	6.37E-200	SCT3+0
Ppia	-0.250621807	7.54E-200	SCT3+0
Hmbs	0.172401257	9.06E-200	SCT3+0
Magt1	0.138323753	1.15E-199	SCT3+0
Impa1	0.154824716	1.28E-199	SCT3+0
Ddx50	0.148453987	1.33E-199	SCT3+0
Bche	0.136456116	2.11E-199	SCT3+0
Atxn7l3b	0.196846579	3.39E-199	SCT3+0
Rnf114	0.149240758	3.96E-199	SCT3+0
Nbr1	0.139862765	8.29E-199	SCT3+0
Man2b1	0.129722577	1.61E-198	SCT3+0
Eea1	0.121364876	3.03E-198	SCT3+0
Ergic2	0.150832787	3.39E-198	SCT3+0
Scpep1	0.148711937	9.72E-198	SCT3+0
Fam20c	0.132389915	1.06E-197	SCT3+0
Naprt	0.138618171	1.15E-197	SCT3+0
Eif3j1	0.157004066	1.30E-197	SCT3+0
Slc25a47	0.416731896	2.36E-197	SCT3+0
Eif1a	0.172434063	3.38E-197	SCT3+0
Acox2	0.171374609	3.51E-197	SCT3+0
Syvn1	0.123629686	3.98E-197	SCT3+0
Hnrnpa1	0.15831514	4.28E-197	SCT3+0
Hax1	0.162971916	5.62E-197	SCT3+0
Slc27a5	0.273258311	7.17E-197	SCT3+0
Bud23	0.15230075	8.49E-197	SCT3+0
Irf2bp2	0.114531404	1.99E-196	SCT3+0
Tmem150a	0.256999631	3.04E-196	SCT3+0
Tsn	0.154913904	3.16E-196	SCT3+0
Ube2j2	0.143845485	3.94E-196	SCT3+0
Selenoo	0.135728722	5.51E-196	SCT3+0
Cd14	0.264071846	7.67E-196	SCT3+0
Odc1	0.133893441	7.73E-196	SCT3+0
Hyal2	0.142107186	1.06E-195	SCT3+0
Ndufb10	-0.280993804	1.21E-195	SCT3+0
C1galt1c1	0.13450299	2.22E-195	SCT3+0
Hp1bp3	0.139242697	2.30E-195	SCT3+0
Rdh7	0.272667485	2.51E-195	SCT3+0
Nr2c2ap	0.151421225	3.18E-195	SCT3+0
Mrpl4	0.154608329	3.61E-195	SCT3+0
Cpox	0.12940781	4.56E-195	SCT3+0
Hmox2	0.17833569	4.79E-195	SCT3+0
Nek6	0.167949751	5.30E-195	SCT3+0
Smoc1	0.129699878	5.66E-195	SCT3+0
Clcn3	0.116704868	7.97E-195	SCT3+0
Eri3	0.140771449	1.44E-194	SCT3+0
Ubfd1	0.138627595	2.90E-194	SCT3+0
Sf3b2	0.138495363	3.65E-194	SCT3+0
Etnk2	0.201264067	2.00E-193	SCT3+0
Gns	0.120158339	3.30E-193	SCT3+0
Cog8	0.145823457	3.44E-193	SCT3+0
Ctsz	0.228000941	3.52E-193	SCT3+0
Ggcx	0.12916858	3.80E-193	SCT3+0
Lonp1	0.159877053	4.13E-193	SCT3+0
Scly	0.149977848	4.22E-193	SCT3+0
Cul1	0.138122344	5.55E-193	SCT3+0
Alkbh2	0.131304365	6.72E-193	SCT3+0
Znhit2	0.132449023	1.03E-192	SCT3+0
Mettl1	0.139598468	1.24E-192	SCT3+0
C8b	0.170011703	1.51E-192	SCT3+0
Tcn2	0.173118896	2.06E-192	SCT3+0
Snrnp70	0.147892362	2.31E-192	SCT3+0
Serf2	-0.246039563	2.64E-192	SCT3+0
Etfdh	0.150683108	2.74E-192	SCT3+0
Eif4g3	0.117748559	4.18E-192	SCT3+0
Slc25a10	0.148104359	4.60E-192	SCT3+0
Hspa8	0.300497145	5.42E-192	SCT3+0
Twf1	0.141726047	1.04E-191	SCT3+0
Polr2c	0.141863379	1.07E-191	SCT3+0
Ndufa1	-0.291269931	1.17E-191	SCT3+0
Nans	0.157887892	1.71E-191	SCT3+0
Fnta	0.142371708	1.72E-191	SCT3+0
Sypl	0.184266309	1.77E-191	SCT3+0
Cluh	0.118880048	2.47E-191	SCT3+0
Sf3b4	0.138237461	2.87E-191	SCT3+0
Yipf1	0.14005672	3.04E-191	SCT3+0
Dusp11	0.143505948	4.32E-191	SCT3+0
Anxa7	0.163375473	4.92E-191	SCT3+0
Hgsnat	0.126641078	5.18E-191	SCT3+0
F13b	0.182096917	7.86E-191	SCT3+0
Pdia5	0.142223593	8.03E-191	SCT3+0
Rab10	0.141863633	8.15E-191	SCT3+0
Mmadhc	0.144194179	1.11E-190	SCT3+0
Leprotl1	0.143886979	1.34E-190	SCT3+0
Gpx1	-0.282048757	1.46E-190	SCT3+0
Ormdl3	0.147593013	1.47E-190	SCT3+0
Rabggtb	0.154327352	4.35E-190	SCT3+0
Prkab1	0.141970627	5.33E-190	SCT3+0
Mtx1	0.160399558	5.38E-190	SCT3+0
Hexa	0.176817521	6.95E-190	SCT3+0
Man1a	0.118879882	7.47E-190	SCT3+0
Slc25a20	0.145418818	9.25E-190	SCT3+0
Vegfa	0.11038805	1.22E-189	SCT3+0
Dnajc19	-0.294160021	2.05E-189	SCT3+0
Eif4a1	0.164100867	2.25E-189	SCT3+0
Chd1	0.117852869	2.71E-189	SCT3+0
Rad23b	0.150577169	9.04E-189	SCT3+0
Mpv17	0.137486613	9.77E-189	SCT3+0
Rtcb	0.15374801	1.92E-188	SCT3+0
Mthfd1	0.13844204	1.99E-188	SCT3+0
Cbs	0.231402856	2.84E-188	SCT3+0
Flot1	0.141122438	3.22E-188	SCT3+0
Sptlc2	0.135395509	6.69E-188	SCT3+0
Ufl1	0.121667623	7.87E-188	SCT3+0
Zdhhc12	0.128365997	9.76E-188	SCT3+0
Sec63	0.132670896	1.15E-187	SCT3+0
Mtus1	0.117825267	1.17E-187	SCT3+0
Atp2b1	0.114604711	1.54E-187	SCT3+0
Dennd5b	0.119879526	2.44E-187	SCT3+0
2210016F16Rik	0.16673754	2.50E-187	SCT3+0
Gprc5c	0.118724844	2.72E-187	SCT3+0
Plxnb2	0.104722031	5.39E-187	SCT3+0
Uso1	0.122396064	8.73E-187	SCT3+0
Nadk	0.141953338	1.04E-186	SCT3+0
Dgcr6	0.138618834	1.17E-186	SCT3+0
Pex2	0.141077801	1.21E-186	SCT3+0
Ddx3x	0.115255008	1.22E-186	SCT3+0
Npepl1	0.129976391	2.80E-186	SCT3+0
Grb7	0.130747045	6.03E-186	SCT3+0
Slc16a7	0.147391094	6.20E-186	SCT3+0
Dynll1	-0.333386943	9.34E-186	SCT3+0
Igfbp4	0.200433944	9.44E-186	SCT3+0
Prrc2c	0.103499851	1.30E-185	SCT3+0
Mif4gd	0.136675292	1.60E-185	SCT3+0
Rdh16f2	0.237321321	2.36E-185	SCT3+0
Dapk3	0.130838962	3.31E-185	SCT3+0
Gars	0.149740418	3.63E-185	SCT3+0
Hspa4	0.169203839	5.47E-185	SCT3+0
Slc6a13	0.240882934	9.73E-185	SCT3+0
Ubl5	-0.298518692	1.10E-184	SCT3+0
Rabac1	0.197420323	1.19E-184	SCT3+0
Tmem82	0.125131012	1.31E-184	SCT3+0
Nsmce3	0.131678345	4.06E-184	SCT3+0
Pigr	0.174811892	4.91E-184	SCT3+0
Rpn2	0.259600245	5.66E-184	SCT3+0
Sirt3	0.13600072	5.70E-184	SCT3+0
Pacsin3	0.132918522	1.19E-183	SCT3+0
Faap20	0.137297484	2.51E-183	SCT3+0
Pank1	0.158025655	3.20E-183	SCT3+0
Cnppd1	0.118899397	5.07E-183	SCT3+0
Prkcsh	0.231853062	5.13E-183	SCT3+0
Naga	0.118892978	5.37E-183	SCT3+0
Zfp36l1	0.314875287	6.38E-183	SCT3+0
Tgif1	0.138821134	8.01E-183	SCT3+0
Cggbp1	0.127761374	8.95E-183	SCT3+0
Gmps	0.133237613	9.25E-183	SCT3+0
Gstp1	-0.250739304	1.45E-182	SCT3+0
Aqp9	0.124489948	1.49E-182	SCT3+0
Mgat1	0.118440001	3.64E-182	SCT3+0
Osbpl1a	0.139166458	3.73E-182	SCT3+0
Tpra1	0.133563456	4.33E-182	SCT3+0
Ndufb9	-0.285423985	4.61E-182	SCT3+0
Ftcd	0.237806722	1.38E-181	SCT3+0
Apom	-0.266597955	2.30E-181	SCT3+0
Fads6	0.116046459	2.68E-181	SCT3+0
Ahsa1	0.142182946	2.78E-181	SCT3+0
2-Mar	0.134134831	4.48E-181	SCT3+0
Zpr1	0.137142048	5.51E-181	SCT3+0
H2-Q6	0.111122569	5.53E-181	SCT3+0
1600014C10Rik	0.143804082	6.38E-181	SCT3+0
Golm1	0.13456235	9.73E-181	SCT3+0
Krt18	0.291268017	1.02E-180	SCT3+0
Hsd17b13	0.379944726	1.55E-180	SCT3+0
0610040J01Rik	0.130408024	1.58E-180	SCT3+0
Huwe1	0.113747307	2.48E-180	SCT3+0
Wsb1	0.113785937	7.67E-180	SCT3+0
Fbxo22	0.142429237	1.23E-179	SCT3+0
Lysmd2	0.138686158	1.25E-179	SCT3+0
Rab4b	0.133011874	1.27E-179	SCT3+0
Slc10a2	0.119270875	1.50E-179	SCT3+0
Ddx39	0.153066099	1.51E-179	SCT3+0
Plin3	0.128961666	2.74E-179	SCT3+0
Rdh14	0.131274985	3.98E-179	SCT3+0
Serinc3	0.137158463	4.54E-179	SCT3+0
Insr	0.099206235	4.59E-179	SCT3+0
Slc17a9	0.117497865	5.14E-179	SCT3+0
Gm42047	0.120784776	6.67E-179	SCT3+0
Timm50	0.154903362	1.07E-178	SCT3+0
Pdgfa	0.125885804	1.44E-178	SCT3+0
Nqo2	0.13164867	1.69E-178	SCT3+0
Btg3	0.146609999	2.79E-178	SCT3+0
Ptpre	0.111808359	4.14E-178	SCT3+0
Rnf149	0.135692449	5.59E-178	SCT3+0
B3gat3	0.130362968	5.67E-178	SCT3+0
Hnrnpdl	0.143608182	5.80E-178	SCT3+0
Aars	0.123144065	6.12E-178	SCT3+0
Alkbh7	0.132004179	8.44E-178	SCT3+0
Cfap20	0.131689852	1.20E-177	SCT3+0
Ier5	0.121340589	3.62E-177	SCT3+0
Abcb4	0.128269693	4.74E-177	SCT3+0
Stap2	0.126971261	6.35E-177	SCT3+0
Crlf2	0.119534051	7.43E-177	SCT3+0
Ccnl2	0.123017737	7.99E-177	SCT3+0
Gpr89	0.12493227	8.88E-177	SCT3+0
Cdkn1a	0.146497163	1.80E-176	SCT3+0
Afm	0.27937356	1.98E-176	SCT3+0
Hspe1	-0.234598642	2.15E-176	SCT3+0
Pdzk1	0.133986509	3.05E-176	SCT3+0
Selenbp2	0.224251924	3.35E-176	SCT3+0
Dxo	0.126318495	4.39E-176	SCT3+0
Nelfe	0.133243315	7.11E-176	SCT3+0
Smarca5	0.121413523	9.32E-176	SCT3+0
Ywhag	0.122368931	1.03E-175	SCT3+0
Morf4l2	0.149187975	1.18E-175	SCT3+0
Pcbd1	0.160965331	1.49E-175	SCT3+0
4931406C07Rik	0.14905305	1.54E-175	SCT3+0
N4bp2l2	0.118573831	2.11E-175	SCT3+0
Rpp25l	0.126025499	2.77E-175	SCT3+0
Btg1	0.122341608	2.79E-175	SCT3+0
Aga	0.137931714	3.09E-175	SCT3+0
Uggt1	0.102892832	3.22E-175	SCT3+0
Plec	0.098112644	3.55E-175	SCT3+0
Pcyt2	0.216169737	6.48E-175	SCT3+0
Slc25a23	0.108585421	7.58E-175	SCT3+0
Selenot	0.129370097	8.77E-175	SCT3+0
Nr1d1	0.11299317	1.83E-174	SCT3+0
Hsd17b7	0.130974952	1.98E-174	SCT3+0
Zbtb20	0.111527276	2.20E-174	SCT3+0
Phpt1	0.115944198	2.31E-174	SCT3+0
Rpl36a	-0.261305321	2.79E-174	SCT3+0
Csnk2a1	0.122498029	2.79E-174	SCT3+0
Tusc3	0.117017403	3.79E-174	SCT3+0
Atp5o.1	-0.27242592	4.52E-174	SCT3+0
Rrp1	0.165208965	5.92E-174	SCT3+0
Dctn2	0.153894253	7.10E-174	SCT3+0
Comtd1	0.128675523	7.37E-174	SCT3+0
Tgfbr2	0.103206166	7.51E-174	SCT3+0
Fbxo9	0.125282416	7.85E-174	SCT3+0
Acaa1a	0.209513374	8.07E-174	SCT3+0
Zfp771	0.12884951	1.63E-173	SCT3+0
1-Mar	0.266671016	1.79E-173	SCT3+0
Snx6	0.133339285	1.84E-173	SCT3+0
Tor1a	0.134023337	2.19E-173	SCT3+0
Pop7	0.128290925	2.35E-173	SCT3+0
Tmem183a	0.129662182	3.03E-173	SCT3+0
Pex5	0.123453731	3.72E-173	SCT3+0
Rsrp1	0.113499257	3.80E-173	SCT3+0
Rab1b	0.176204037	4.45E-173	SCT3+0
Ncor1	0.109823422	5.05E-173	SCT3+0
Atrx	0.111135851	5.69E-173	SCT3+0
Ces1c	0.347349382	5.91E-173	SCT3+0
Nubp2	0.120961745	6.54E-173	SCT3+0
Aaed1	0.148471147	7.24E-173	SCT3+0
Stat1	0.166552467	1.03E-172	SCT3+0
Itm2c	0.244590701	1.37E-172	SCT3+0
Asah1	0.170624893	1.41E-172	SCT3+0
Hdgf	0.138524338	1.46E-172	SCT3+0
Hook1	0.117776237	2.21E-172	SCT3+0
Pdcd6ip	0.12157747	2.60E-172	SCT3+0
Hsd17b4	0.137965439	2.95E-172	SCT3+0
Hsp90aa1	0.138065248	5.10E-172	SCT3+0
Cyp2d22	0.215882875	6.07E-172	SCT3+0
Brd2	0.110375015	7.00E-172	SCT3+0
Steap4	0.149415742	8.46E-172	SCT3+0
Ncstn	0.118195421	9.86E-172	SCT3+0
Slc25a1	0.198208835	1.31E-171	SCT3+0
Ifrd1	0.38636794	1.47E-171	SCT3+0
Map2k3	0.120088787	1.96E-171	SCT3+0
Cebpg	0.121288904	2.37E-171	SCT3+0
Abcd3	0.13528838	2.46E-171	SCT3+0
Gpcpd1	0.119640756	4.39E-171	SCT3+0
Slc39a4	0.208749832	5.37E-171	SCT3+0
Rpl13a	-0.25166559	5.56E-171	SCT3+0
Golga4	0.107366967	5.91E-171	SCT3+0
Agxt2	0.145672352	1.11E-170	SCT3+0
Mbd3	0.119019287	1.25E-170	SCT3+0
Sys1	0.123820441	1.47E-170	SCT3+0
Usp9x	0.109948693	2.15E-170	SCT3+0
Cyp4a31	0.125022878	2.24E-170	SCT3+0
Spcs3	0.12837834	2.45E-170	SCT3+0
Palmd	0.135610652	2.94E-170	SCT3+0
Atad3a	0.11977472	3.19E-170	SCT3+0
Nsmf	0.117066662	5.67E-170	SCT3+0
Fndc4	0.123800103	1.38E-169	SCT3+0
Tpt1	-0.220875384	1.79E-169	SCT3+0
Rpl22l1	-0.268750359	2.47E-169	SCT3+0
Nagk	0.134473417	2.80E-169	SCT3+0
Pbld1	0.139531155	3.27E-169	SCT3+0
Fam114a1	0.120366237	3.40E-169	SCT3+0
Eepd1	0.122602652	6.32E-169	SCT3+0
Ppm1g	0.125231237	7.01E-169	SCT3+0
Pnrc1	0.308371564	8.97E-169	SCT3+0
Sec24a	0.107928254	9.82E-169	SCT3+0
Smpd1	0.117957695	1.43E-168	SCT3+0
Rpl31	-0.285641845	2.77E-168	SCT3+0
Creb3l2	0.106888243	3.67E-168	SCT3+0
Tle1	0.110599463	4.37E-168	SCT3+0
Vmp1	0.260323557	5.63E-168	SCT3+0
Uap1	0.131561258	5.72E-168	SCT3+0
Sec14l2	0.146416443	6.35E-168	SCT3+0
Itgb5	0.097801218	1.52E-167	SCT3+0
Bloc1s1	-0.286412122	1.65E-167	SCT3+0
Ubac2	0.125903213	2.08E-167	SCT3+0
Slc25a11	0.153884895	2.51E-167	SCT3+0
Acin1	0.11779225	2.98E-167	SCT3+0
Prrc1	0.11848185	3.05E-167	SCT3+0
Atp6ap2	0.123183978	3.07E-167	SCT3+0
Eci2	0.128226491	4.46E-167	SCT3+0
Foxa3	0.242212001	4.87E-167	SCT3+0
Wbp2	0.130933553	5.01E-167	SCT3+0
Eprs	0.212179689	5.12E-167	SCT3+0
Larp1	0.09602571	5.97E-167	SCT3+0
Apoh	0.184789226	7.58E-167	SCT3+0
Ncln	0.109858308	1.44E-166	SCT3+0
Serpina7	0.5772723	1.96E-166	SCT3+0
Irf1	0.132473787	2.32E-166	SCT3+0
Rtkn	0.112267	4.81E-166	SCT3+0
Twistnb	0.116486841	4.98E-166	SCT3+0
Tmem219	0.121668836	5.76E-166	SCT3+0
Gldc	0.114806951	8.86E-166	SCT3+0
Tspan4	0.193128786	1.21E-165	SCT3+0
Sf1	0.121115043	1.50E-165	SCT3+0
Scamp2	0.107973236	1.89E-165	SCT3+0
Ate1	0.108903253	3.58E-165	SCT3+0
Map2k1	0.119575263	7.84E-165	SCT3+0
Babam1	0.158844583	9.00E-165	SCT3+0
Map3k2	0.100949563	9.33E-165	SCT3+0
Cs	0.123180967	1.26E-164	SCT3+0
Rps5	-0.222096618	2.31E-164	SCT3+0
Slc23a1	0.121981728	2.81E-164	SCT3+0
Sqstm1	0.414679033	3.83E-164	SCT3+0
Nostrin	0.165062406	4.29E-164	SCT3+0
Ccnh	0.129666	6.63E-164	SCT3+0
Mmp14	0.10552041	7.68E-164	SCT3+0
Chic2	0.121186466	8.18E-164	SCT3+0
Ica1	0.113394798	8.93E-164	SCT3+0
Tax1bp1	0.211299794	1.13E-163	SCT3+0
Jagn1	0.156004621	1.16E-163	SCT3+0
Pfkl	0.110922976	1.51E-163	SCT3+0
Atp9a	0.103651895	2.25E-163	SCT3+0
Eml4	0.099622283	2.80E-163	SCT3+0
Nfib	0.095384732	3.12E-163	SCT3+0
Scfd1	0.121536988	4.61E-163	SCT3+0
Mfsd1	0.124097054	5.28E-163	SCT3+0
Gnai3	0.12852778	7.48E-163	SCT3+0
Mut	0.123927872	1.18E-162	SCT3+0
Matr3	0.115948831	1.90E-162	SCT3+0
Exosc4	0.146576043	1.97E-162	SCT3+0
Ccdc25	0.125774082	2.58E-162	SCT3+0
Zfr	0.116053961	2.84E-162	SCT3+0
Tsen34	0.119557705	3.24E-162	SCT3+0
Gjb1	0.193647642	3.86E-162	SCT3+0
Ilkap	0.12608897	4.26E-162	SCT3+0
Sqle	0.177751917	5.83E-162	SCT3+0
Glyctk	0.116113349	5.89E-162	SCT3+0
Smu1	0.128411926	6.54E-162	SCT3+0
Nop53	0.118923608	6.65E-162	SCT3+0
Rbck1	0.112538086	8.23E-162	SCT3+0
Prg4	0.142931184	1.53E-161	SCT3+0
Laptm4b	0.127781464	1.85E-161	SCT3+0
Lims1	0.119895925	4.84E-161	SCT3+0
Rsl1d1	0.131457827	4.94E-161	SCT3+0
