ID	human_organism	human_gene	mouse_organism	mouse_gene
1006	human	CSE1L	"mouse, laboratory"	Cse1l
1011	human	CST6	"mouse, laboratory"	Cst6
1012	human	CSTF1	"mouse, laboratory"	Cstf1
1014	human	CSTF3	"mouse, laboratory"	Cstf3
1015	human	CTBP1	"mouse, laboratory"	Ctbp1
1016	human	CTF1	"mouse, laboratory"	Ctf1
1017	human	CTNND1	"mouse, laboratory"	Ctnnd1
1020	human	CTSO	"mouse, laboratory"	Ctso
1022	human	CTSZ	"mouse, laboratory"	Ctsz
1024	human	CXADR	"mouse, laboratory"	Cxadr
1026	human	DAB2	"mouse, laboratory"	Dab2
1027	human	DAD1	"mouse, laboratory"	Dad1
1028	human	DGKA	"mouse, laboratory"	Dgka
1029	human	DGKG	"mouse, laboratory"	Dgkg
1032	human	DARS1	"mouse, laboratory"	Dars
1033	human	DAXX	"mouse, laboratory"	Daxx
1035	human	DBP	"mouse, laboratory"	Dbp
1038	human	DDT	"mouse, laboratory"	Ddt
1039	human	DHX9	"mouse, laboratory"	Dhx9
1040	human	DHX15	"mouse, laboratory"	Dhx15
1042	human	DHCR7	"mouse, laboratory"	Dhcr7
1043	human	DHODH	"mouse, laboratory"	Dhodh
1044	human	DIO3	"mouse, laboratory"	Dio3
1045	human	DKC1	"mouse, laboratory"	Dkc1
1046	human	DLG2	"mouse, laboratory"	Dlg2
1047	human	DLG4	"mouse, laboratory"	Dlg4
1048	human	DNAH5	"mouse, laboratory"	Dnah5
1049	human	DNAH8	"mouse, laboratory"	Dnah8
1052	human	DNASE2B	"mouse, laboratory"	Dnase2b
1053	human	DYNC1H1	"mouse, laboratory"	Dync1h1
1057	human	DOK1	"mouse, laboratory"	Dok1
1058	human	DPAGT1	"mouse, laboratory"	Dpagt1
1059	human	DPH1	"mouse, laboratory"	Dph1
1060	human	DPH2	"mouse, laboratory"	Dph2
1061	human	DRG2	"mouse, laboratory"	Drg2
1064	human	ECM2	"mouse, laboratory"	Ecm2
1065	human	DUSP4	"mouse, laboratory"	Dusp4
1066	human	DUSP9	"mouse, laboratory"	Dusp9
1068	human	ECE1	"mouse, laboratory"	Ece1
1069	human	ECH1	"mouse, laboratory"	Ech1
1071	human	S1PR1	"mouse, laboratory"	S1pr1
1072	human	LPAR1	"mouse, laboratory"	Lpar1
1075	human	EFNA2	"mouse, laboratory"	Efna2
1076	human	EFNB3	"mouse, laboratory"	Efnb3
1077	human	CELSR3	"mouse, laboratory"	Celsr3
1078	human	CELSR2	"mouse, laboratory"	Celsr2
1080	human	EIF2B1	"mouse, laboratory"	Eif2b1
1088	human	EMP1	"mouse, laboratory"	Emp1
1089	human	EMP2	"mouse, laboratory"	Emp2
1090	human	EMP3	"mouse, laboratory"	Emp3
1094	human	EP300	"mouse, laboratory"	Ep300
1095	human	EPAS1	"mouse, laboratory"	Epas1
1097	human	EREG	"mouse, laboratory"	Ereg
1099	human	FBL	"mouse, laboratory"	Fbl
1100	human	ESR2	"mouse, laboratory"	Esr2
1102	human	EXTL2	"mouse, laboratory"	Extl2
1103	human	EXTL3	"mouse, laboratory"	Extl3
1106	human	FABP1	"mouse, laboratory"	Fabp1
1108	human	FABP6	"mouse, laboratory"	Fabp6
1110	human	FAT2	"mouse, laboratory"	Fat2
1114	human	FOXF1	"mouse, laboratory"	Foxf1
1115	human	FOXF2	"mouse, laboratory"	Foxf2
1117	human	FOXJ1	"mouse, laboratory"	Foxj1
1119	human	FLNA	"mouse, laboratory"	Flna
1126	human	FRZB	"mouse, laboratory"	Frzb
1127	human	ADAM2	"mouse, laboratory"	Adam2
1132	human	GABBR1	"mouse, laboratory"	Gabbr1
1133	human	B4GALNT1	"mouse, laboratory"	B4galnt1
1135	human	GAS8	"mouse, laboratory"	Gas8
1136	human	GATM	"mouse, laboratory"	Gatm
1137	human	NIPSNAP2	"mouse, laboratory"	Nipsnap2
1138	human	GBX2	"mouse, laboratory"	Gbx2
1139	human	GCKR	"mouse, laboratory"	Gckr
1140	human	BLOC1S1	"mouse, laboratory"	Bloc1s1
1145	human	GFRA2	"mouse, laboratory"	Gfra2
1146	human	GFRA3	"mouse, laboratory"	Gfra3
1148	human	GCLC	"mouse, laboratory"	Gclc
1152	human	GPLD1	"mouse, laboratory"	Gpld1
1153	human	CXCR3	"mouse, laboratory"	Cxcr3
1155	human	GPX5	"mouse, laboratory"	Gpx5
1158	human	GTF2B	"mouse, laboratory"	Gtf2b
1159	human	GTF2H2	"mouse, laboratory"	Gtf2h2
1160	human	GTF2H3	"mouse, laboratory"	Gtf2h3
1161	human	BRF1	"mouse, laboratory"	Brf1
1165	human	HAS1	"mouse, laboratory"	Has1
1166	human	HCRT	"mouse, laboratory"	Hcrt
1168	human	HCRTR2	"mouse, laboratory"	Hcrtr2
1170	human	HGFAC	"mouse, laboratory"	Hgfac
1171	human	HIF1A	"mouse, laboratory"	Hif1a
1174	human	HNRNPL	"mouse, laboratory"	Hnrnpl
1180	human	HSPB1	"mouse, laboratory"	Hspb1
1182	human	IGSF3	"mouse, laboratory"	Igsf3
1185	human	MRPL58	"mouse, laboratory"	Mrpl58
1186	human	ID4	"mouse, laboratory"	Id4
1187	human	IFIT2	"mouse, laboratory"	Ifit2
1189	human	IFIT3	"mouse, laboratory"	Ifit3b
1192	human	IGFBP4	"mouse, laboratory"	Igfbp4
1193	human	IGFBP7	"mouse, laboratory"	Igfbp7
1194	human	CCN1	"mouse, laboratory"	Ccn1
1195	human	IGSF1	"mouse, laboratory"	Igsf1
1196	human	IL10RA	"mouse, laboratory"	Il10ra
1197	human	IL12RB2	"mouse, laboratory"	Il12rb2
1198	human	IL13RA1	"mouse, laboratory"	Il13ra1
1199	human	TNFRSF9	"mouse, laboratory"	Tnfrsf9
1200	human	IL18	"mouse, laboratory"	Il18
1201	human	IMPG1	"mouse, laboratory"	Impg1
1203	human	CXCL10	"mouse, laboratory"	Cxcl10
1204	human	INPPL1	"mouse, laboratory"	Inppl1
1205	human	EIF3E	"mouse, laboratory"	Eif3e
1207	human	IRAK2	"mouse, laboratory"	Irak2
1208	human	IRF3	"mouse, laboratory"	Irf3
1212	human	PAX6	"mouse, laboratory"	Pax6
1213	human	AARS1	"mouse, laboratory"	Aars
1216	human	ACADSB	"mouse, laboratory"	Acadsb
1217	human	ACP2	"mouse, laboratory"	Acp2
1219	human	ACRV1	"mouse, laboratory"	Acrv1
1221	human	ADD2	"mouse, laboratory"	Add2
1222	human	PARP1	"mouse, laboratory"	Parp1
1223	human	GRK2	"mouse, laboratory"	Grk2
1224	human	AHR	"mouse, laboratory"	Ahr
1225	human	AHSG	"mouse, laboratory"	Ahsg
1226	human	AIF1	"mouse, laboratory"	Aif1
1227	human	AK2	"mouse, laboratory"	Ak2
1229	human	ALCAM	"mouse, laboratory"	Alcam
1231	human	ALOX5AP	"mouse, laboratory"	Alox5ap
1234	human	AMBP	"mouse, laboratory"	Ambp
1235	human	AMD1	"mouse, laboratory"	Amd2
1238	human	AOAH	"mouse, laboratory"	Aoah
1240	human	APEH	"mouse, laboratory"	Apeh
1241	human	APEX1	"mouse, laboratory"	Apex1
1242	human	APOA2	"mouse, laboratory"	Apoa2
1243	human	APOBEC1	"mouse, laboratory"	Apobec1
1245	human	APOC4	"mouse, laboratory"	Apoc4
1246	human	APOD	"mouse, laboratory"	Apod
1249	human	ARAF	"mouse, laboratory"	Araf
1250	human	ARCN1	"mouse, laboratory"	Arcn1
1251	human	TRIM23	"mouse, laboratory"	Trim23
1252	human	AREG	"mouse, laboratory"	Areg
1255	human	ARL4D	"mouse, laboratory"	Arl4d
1256	human	ARF6	"mouse, laboratory"	Arf6
1260	human	ARL2	"mouse, laboratory"	Arl2
1261	human	ARNT	"mouse, laboratory"	Arnt
1263	human	ASGR1	"mouse, laboratory"	Asgr1
1264	human	ASIP	"mouse, laboratory"	a
1265	human	ATF3	"mouse, laboratory"	Atf3
1266	human	ATF4	"mouse, laboratory"	Atf4
1272	human	ATP5PF	"mouse, laboratory"	Atp5j
1273	human	ATP5F1B	"mouse, laboratory"	Atp5b
1275	human	ATP5PB	"mouse, laboratory"	Atp5pb
1279	human	ATP6V1B2	"mouse, laboratory"	Atp6v1b2
1281	human	ATP6V1C1	"mouse, laboratory"	Atp6v1c1
1282	human	ATP6V1E1	"mouse, laboratory"	Atp6v1e1
1283	human	ATP5PO	"mouse, laboratory"	Atp5o
1284	human	AUH	"mouse, laboratory"	Auh
1286	human	BAAT	"mouse, laboratory"	Baat
1287	human	ADGRB1	"mouse, laboratory"	Adgrb1
1288	human	ADGRB2	"mouse, laboratory"	Adgrb2
1289	human	ADGRB3	"mouse, laboratory"	Adgrb3
1290	human	BCL7B	"mouse, laboratory"	Bcl7b
1291	human	OPN1SW	"mouse, laboratory"	Opn1sw
1292	human	CFB	"mouse, laboratory"	Cfb
1293	human	BGN	"mouse, laboratory"	Bgn
1295	human	BHMT	"mouse, laboratory"	Bhmt
1297	human	BLK	"mouse, laboratory"	Blk
1298	human	CXCR5	"mouse, laboratory"	Cxcr5
1300	human	BMP6	"mouse, laboratory"	Bmp6
1302	human	TEC	"mouse, laboratory"	Tec
1303	human	POLR3D	"mouse, laboratory"	Polr3d
1307	human	BRS3	"mouse, laboratory"	Brs3
1308	human	BSG	"mouse, laboratory"	Bsg
1309	human	BTC	"mouse, laboratory"	Btc
1312	human	BTN1A1	"mouse, laboratory"	Btn1a1
1313	human	C1R	"mouse, laboratory"	C1rb
1314	human	C1S	"mouse, laboratory"	C1s2
1318	human	CALB2	"mouse, laboratory"	Calb2
1320	human	CALCR	"mouse, laboratory"	Calcr
1323	human	CAMLG	"mouse, laboratory"	Caml
1324	human	CANX	"mouse, laboratory"	Canx
1326	human	CAPN2	"mouse, laboratory"	Capn2
1327	human	CAPNS1	"mouse, laboratory"	Capns1
1328	human	CARS1	"mouse, laboratory"	Cars
1330	human	CAV1	"mouse, laboratory"	Cav1
1331	human	RUNX1	"mouse, laboratory"	Runx1
1334	human	CCND1	"mouse, laboratory"	Ccnd1
1335	human	CCNF	"mouse, laboratory"	Ccnf
1336	human	CCT6A	"mouse, laboratory"	Cct6a
1337	human	CD1D	"mouse, laboratory"	Cd1d1
1338	human	CD2	"mouse, laboratory"	Cd2
1341	human	CD19	"mouse, laboratory"	Cd19
1343	human	CD34	"mouse, laboratory"	Cd34
1345	human	CD38	"mouse, laboratory"	Cd38
1346	human	CD47	"mouse, laboratory"	Cd47
1347	human	CD48	"mouse, laboratory"	Cd48
1350	human	CD72	"mouse, laboratory"	Cd72
1352	human	CDA	"mouse, laboratory"	Cda
1354	human	SEPTIN7	"mouse, laboratory"	Septin7
1355	human	CDC25A	"mouse, laboratory"	Cdc25a
1356	human	CDC25C	"mouse, laboratory"	Cdc25c
1359	human	CDH5	"mouse, laboratory"	Cdh5
1361	human	CDH11	"mouse, laboratory"	Cdh11
1363	human	CDK7	"mouse, laboratory"	Cdk7
1365	human	CDO1	"mouse, laboratory"	Cdo1
1366	human	CDX1	"mouse, laboratory"	Cdx1
1367	human	CEBPE	"mouse, laboratory"	Cebpe
1368	human	CEBPG	"mouse, laboratory"	Cebpg
1369	human	CENPA	"mouse, laboratory"	Cenpa
1370	human	CENPB	"mouse, laboratory"	Cenpb
1371	human	CENPC	"mouse, laboratory"	Cenpc1
1373	human	CTSC	"mouse, laboratory"	Ctsc
1375	human	CHGB	"mouse, laboratory"	Chgb
1382	human	CLU	"mouse, laboratory"	Clu
1383	human	CLPS	"mouse, laboratory"	Clps
1384	human	CLTA	"mouse, laboratory"	Clta
1387	human	CCR7	"mouse, laboratory"	Ccr7
1389	human	CNR2	"mouse, laboratory"	Cnr2
1390	human	COL4A2	"mouse, laboratory"	Col4a2
1391	human	COL6A1	"mouse, laboratory"	Col6a1
1392	human	COL6A2	"mouse, laboratory"	Col6a2
1393	human	COL9A1	"mouse, laboratory"	Col9a1
1396	human	COL15A1	"mouse, laboratory"	Col15a1
1397	human	COL16A1	"mouse, laboratory"	Col16a1
1399	human	SLC31A1	"mouse, laboratory"	Slc31a1
1406	human	COX7B	"mouse, laboratory"	Cox7b
1412	human	CAD	"mouse, laboratory"	Cad
1413	human	CPT1A	"mouse, laboratory"	Cpt1a
1415	human	CRABP2	"mouse, laboratory"	Crabp2
1418	human	CRHBP	"mouse, laboratory"	Crhbp
1420	human	HAPLN1	"mouse, laboratory"	Hapln1
1422	human	CRYBA4	"mouse, laboratory"	Cryba4
1423	human	CRYBB1	"mouse, laboratory"	Crybb1
1424	human	CRYM	"mouse, laboratory"	Crym
1426	human	CSN2	"mouse, laboratory"	Csn2
1431	human	CCN2	"mouse, laboratory"	Ccn2
1432	human	CTH	"mouse, laboratory"	Cth
1433	human	CTNNA1	"mouse, laboratory"	Ctnna1
1434	human	CTNNB1	"mouse, laboratory"	Ctnnb1
1444	human	DBT	"mouse, laboratory"	Dbt
1447	human	DCT	"mouse, laboratory"	Dct
1448	human	DDB1	"mouse, laboratory"	Ddb1
1449	human	GADD45A	"mouse, laboratory"	Gadd45a
1453	human	DHPS	"mouse, laboratory"	Dhps
1455	human	MPP7	"mouse, laboratory"	Mpp7
1456	human	DLST	"mouse, laboratory"	Dlst
1458	human	DPT	"mouse, laboratory"	Dpt
1461	human	ATN1	"mouse, laboratory"	Atn1
1462	human	DSC3	"mouse, laboratory"	Dsc3
1463	human	DSG1	"mouse, laboratory"	Dsg1b
1464	human	DSG2	"mouse, laboratory"	Dsg2
1466	human	HBEGF	"mouse, laboratory"	Hbegf
1468	human	DUSP7	"mouse, laboratory"	Dusp7
1471	human	E2F4	"mouse, laboratory"	E2f4
1472	human	E2F5	"mouse, laboratory"	E2f5
1473	human	E2F6	"mouse, laboratory"	E2f6
1474	human	TYMP	"mouse, laboratory"	Tymp
1476	human	EDN1	"mouse, laboratory"	Edn1
1477	human	EDN2	"mouse, laboratory"	Edn2
1478	human	EDNRA	"mouse, laboratory"	Ednra
1480	human	EEF1B2	"mouse, laboratory"	Eef1b2
1482	human	EFNA5	"mouse, laboratory"	Efna5
1483	human	EGF	"mouse, laboratory"	Egf
1485	human	EGR4	"mouse, laboratory"	Egr4
1486	human	EHHADH	"mouse, laboratory"	Ehhadh
1487	human	EIF4A2	"mouse, laboratory"	Eif4a2
1490	human	EIF5A2	"mouse, laboratory"	Eif5a2
1492	human	ELK4	"mouse, laboratory"	Elk4
1493	human	ADGRE1	"mouse, laboratory"	Adgre1
1496	human	DMTN	"mouse, laboratory"	Dmtn
1501	human	ERCC1	"mouse, laboratory"	Ercc1
1503	human	ETFB	"mouse, laboratory"	Etfb
1504	human	ETV4	"mouse, laboratory"	Etv4
1506	human	EVPL	"mouse, laboratory"	Evpl
1507	human	EVX1	"mouse, laboratory"	Evx1
1508	human	EYA3	"mouse, laboratory"	Eya3
1510	human	F2R	"mouse, laboratory"	F2r
1511	human	F3	"mouse, laboratory"	F3
1512	human	F13B	"mouse, laboratory"	F13b
1514	human	FBLN2	"mouse, laboratory"	Fbln2
1515	human	FBN2	"mouse, laboratory"	Fbn2
1516	human	FCER1A	"mouse, laboratory"	Fcer1a
1517	human	FCER2	"mouse, laboratory"	Fcer2a
1518	human	FCN1	"mouse, laboratory"	Fcnb
1519	human	FDPS	"mouse, laboratory"	Fdps
1521	human	FGF2	"mouse, laboratory"	Fgf2
1522	human	FGF4	"mouse, laboratory"	Fgf4
1523	human	FGF9	"mouse, laboratory"	Fgf9
1525	human	FKBP3	"mouse, laboratory"	Fkbp3
1527	human	FOXO1	"mouse, laboratory"	Foxo1
1530	human	FMOD	"mouse, laboratory"	Fmod
1531	human	FMR1	"mouse, laboratory"	Fmr1
1533	human	FN1	"mouse, laboratory"	Fn1
1534	human	FNTA	"mouse, laboratory"	Fnta
1535	human	FNTB	"mouse, laboratory"	Fntb
1538	human	FUT4	"mouse, laboratory"	Fut4
1539	human	KDSR	"mouse, laboratory"	Kdsr
1542	human	GAB1	"mouse, laboratory"	Gab1
1543	human	GABPA	"mouse, laboratory"	Gabpa
1545	human	GAP43	"mouse, laboratory"	Gap43
1547	human	GARS1	"mouse, laboratory"	Gars
1548	human	GAS1	"mouse, laboratory"	Gas1
1549	human	GATA1	"mouse, laboratory"	Gata1
1550	human	GATA3	"mouse, laboratory"	Gata3
1551	human	GATA4	"mouse, laboratory"	Gata4
1554	human	GFAP	"mouse, laboratory"	Gfap
1556	human	GJA4	"mouse, laboratory"	Gja4
1557	human	GCLM	"mouse, laboratory"	Gclm
1558	human	GLP1R	"mouse, laboratory"	Glp1r
1563	human	GNA15	"mouse, laboratory"	Gna15
1566	human	GNAQ	"mouse, laboratory"	Gnaq
1568	human	GNS	"mouse, laboratory"	Gns
1571	human	GOT1	"mouse, laboratory"	Got1
1572	human	GOT2	"mouse, laboratory"	Got2
1576	human	GRB2	"mouse, laboratory"	Grb2
1577	human	GRN	"mouse, laboratory"	Grn
1578	human	GRIK5	"mouse, laboratory"	Grik5
1580	human	GRP	"mouse, laboratory"	Grp
1585	human	GTF2F1	"mouse, laboratory"	Gtf2f1
1586	human	GUCA1B	"mouse, laboratory"	Guca1b
1592	human	HARS1	"mouse, laboratory"	Hars
1593	human	HTT	"mouse, laboratory"	Htt
1596	human	HIVEP1	"mouse, laboratory"	Hivep1
1601	human	HLA-DOA	"mouse, laboratory"	H2-Oa
1602	human	HLA-DOB	"mouse, laboratory"	H2-Ob
1603	human	HLA-DQB1	"mouse, laboratory"	H2-Ab1
1609	human	HMGCS1	"mouse, laboratory"	Hmgcs1
1611	human	HMOX2	"mouse, laboratory"	Hmox2
1612	human	NR4A1	"mouse, laboratory"	Nr4a1
1615	human	HOXB1	"mouse, laboratory"	Hoxb1
1617	human	HOXB3	"mouse, laboratory"	Hoxb3
1619	human	HOXD10	"mouse, laboratory"	Hoxd10
1620	human	HPD	"mouse, laboratory"	Hpd
1624	human	HSPA4	"mouse, laboratory"	Hspa4
1626	human	HSPD1	"mouse, laboratory"	Hspd1
1629	human	IRF8	"mouse, laboratory"	Irf8
1631	human	ID1	"mouse, laboratory"	Id1
1632	human	ID2	"mouse, laboratory"	Id2
1633	human	ID3	"mouse, laboratory"	Id3
1640	human	IFNB1	"mouse, laboratory"	Ifnb1
1641	human	IGFBP6	"mouse, laboratory"	Igfbp6
1642	human	IGHMBP2	"mouse, laboratory"	Ighmbp2
1643	human	IL1RAP	"mouse, laboratory"	Il1rap
1645	human	IL6ST	"mouse, laboratory"	Il6st
1646	human	IL7R	"mouse, laboratory"	Il7r
1648	human	IL12B	"mouse, laboratory"	Il12b
1649	human	IL13	"mouse, laboratory"	Il13
1650	human	IL15RA	"mouse, laboratory"	Il15ra
1651	human	IL17A	"mouse, laboratory"	Il17a
1652	human	INHA	"mouse, laboratory"	Inha
1653	human	INHBA	"mouse, laboratory"	Inhba
1654	human	INHBB	"mouse, laboratory"	Inhbb
1655	human	INPP1	"mouse, laboratory"	Inpp1
1657	human	ACO1	"mouse, laboratory"	Aco1
1658	human	IRF1	"mouse, laboratory"	Irf1
1659	human	IRF2	"mouse, laboratory"	Irf2
1661	human	ISL1	"mouse, laboratory"	Isl1
1662	human	ITGA2	"mouse, laboratory"	Itga2
1664	human	ITGA9	"mouse, laboratory"	Itga9
1666	human	ITGAL	"mouse, laboratory"	Itgal
1667	human	ITIH1	"mouse, laboratory"	Itih1
1668	human	ITIH2	"mouse, laboratory"	Itih2
1669	human	ITIH3	"mouse, laboratory"	Itih3
1670	human	ITIH4	"mouse, laboratory"	Itih4
1671	human	ITPKA	"mouse, laboratory"	Itpka
1672	human	ITPKB	"mouse, laboratory"	Itpkb
1673	human	ITPR1	"mouse, laboratory"	Itpr1
1675	human	ITPR3	"mouse, laboratory"	Itpr3
1676	human	IVD	"mouse, laboratory"	Ivd
1677	human	JAG2	"mouse, laboratory"	Jag2
1678	human	JAK1	"mouse, laboratory"	Jak1
1679	human	JUN	"mouse, laboratory"	Jun
1680	human	JUP	"mouse, laboratory"	Jup
1683	human	KCNA5	"mouse, laboratory"	Kcna5
1684	human	KCNA6	"mouse, laboratory"	Kcna6
1687	human	KCNJ3	"mouse, laboratory"	Kcnj3
1688	human	KCNJ6	"mouse, laboratory"	Kcnj6
1689	human	KCNJ10	"mouse, laboratory"	Kcnj10
1690	human	KCNJ15	"mouse, laboratory"	Kcnj15
1691	human	KCNK1	"mouse, laboratory"	Kcnk1
1692	human	KCNK3	"mouse, laboratory"	Kcnk3
1693	human	KCNMA1	"mouse, laboratory"	Kcnma1
1696	human	KCNN4	"mouse, laboratory"	Kcnn4
1701	human	KISS1	"mouse, laboratory"	Kiss1
1705	human	KLRD1	"mouse, laboratory"	Klrd1
1707	human	KPNB1	"mouse, laboratory"	Kpnb1
1708	human	KPNA2	"mouse, laboratory"	Kpna2
1710	human	IPO5	"mouse, laboratory"	Ipo5
1712	human	KRT15	"mouse, laboratory"	Krt15
1713	human	KRT19	"mouse, laboratory"	Krt19
1715	human	KRT35	"mouse, laboratory"	Krt35
1717	human	KRT86	"mouse, laboratory"	Krt86
1718	human	AFF3	"mouse, laboratory"	Aff3
1719	human	LAG3	"mouse, laboratory"	Lag3
1720	human	LALBA	"mouse, laboratory"	Lalba
1722	human	LAMB1	"mouse, laboratory"	Lamb1
1723	human	LAMB2	"mouse, laboratory"	Lamb2
1724	human	LAMC1	"mouse, laboratory"	Lamc1
1730	human	LECT2	"mouse, laboratory"	Lect2
1731	human	LEPR	"mouse, laboratory"	Lepr
1734	human	LIF	"mouse, laboratory"	Lif
1735	human	LIFR	"mouse, laboratory"	Lifr
1736	human	LIG4	"mouse, laboratory"	Lig4
1738	human	LIMK1	"mouse, laboratory"	Limk1
1741	human	LOX	"mouse, laboratory"	Lox
1742	human	LOXL2	"mouse, laboratory"	Loxl2
1744	human	LRP1	"mouse, laboratory"	Lrp1
1745	human	LRP3	"mouse, laboratory"	Lrp3
1746	human	LRP5	"mouse, laboratory"	Lrp5
1747	human	LRP6	"mouse, laboratory"	Lrp6
1750	human	LSP1	"mouse, laboratory"	Lsp1
1752	human	LTB	"mouse, laboratory"	Ltb
1753	human	LTBR	"mouse, laboratory"	Ltbr
1754	human	LTF	"mouse, laboratory"	Ltf
1758	human	LY6H	"mouse, laboratory"	Ly6h
1759	human	LY9	"mouse, laboratory"	Ly9
1762	human	SH2D1A	"mouse, laboratory"	Sh2d1a
1763	human	TACSTD2	"mouse, laboratory"	Tacstd2
1764	human	EPCAM	"mouse, laboratory"	Epcam
1767	human	MXD1	"mouse, laboratory"	Mxd1
1768	human	MAD2L1	"mouse, laboratory"	Mad2l1
1770	human	MAFK	"mouse, laboratory"	Mafk
1771	human	MAG	"mouse, laboratory"	Mag
1776	human	MAGOH	"mouse, laboratory"	Magoh
1777	human	MAN2A1	"mouse, laboratory"	Man2a1
1778	human	MAP1A	"mouse, laboratory"	Map1a
1779	human	MAP2	"mouse, laboratory"	Map2
1780	human	MAP4	"mouse, laboratory"	Map4
1782	human	MAS1	"mouse, laboratory"	Mas1
1783	human	MATN1	"mouse, laboratory"	Matn1
1785	human	MATN3	"mouse, laboratory"	Matn3
1786	human	MAX	"mouse, laboratory"	Max
1788	human	MBP	"mouse, laboratory"	Mbp
1789	human	MC1R	"mouse, laboratory"	Mc1r
1791	human	MCM3	"mouse, laboratory"	Mcm3
1792	human	MDK	"mouse, laboratory"	Mdk
1793	human	MDM2	"mouse, laboratory"	Mdm2
1794	human	MDM4	"mouse, laboratory"	Mdm4
1795	human	SLC3A2	"mouse, laboratory"	Slc3a2
1800	human	MEST	"mouse, laboratory"	Mest
1801	human	MFAP2	"mouse, laboratory"	Mfap2
1803	human	MFNG	"mouse, laboratory"	Mfng
1804	human	MGAT1	"mouse, laboratory"	Mgat1
1806	human	MGAT2	"mouse, laboratory"	Mgat2
1808	human	MGAT5	"mouse, laboratory"	Mgat5
1811	human	MGST2	"mouse, laboratory"	Mgst2
1814	human	MKI67	"mouse, laboratory"	Mki67
1820	human	MMP19	"mouse, laboratory"	Mmp19
1821	human	MNAT1	"mouse, laboratory"	Mnat1
1824	human	MPG	"mouse, laboratory"	Mpg
1825	human	MPI	"mouse, laboratory"	Mpi
1826	human	MPP1	"mouse, laboratory"	Mpp1
1829	human	MSH3	"mouse, laboratory"	Msh3
1830	human	MSH4	"mouse, laboratory"	Msh4
1832	human	MSMB	"mouse, laboratory"	Msmb
1833	human	MSN	"mouse, laboratory"	Msn
1834	human	MAP3K10	"mouse, laboratory"	Map3k10
1835	human	MST1R	"mouse, laboratory"	Mst1r
1836	human	MSX1	"mouse, laboratory"	Msx1
1837	human	MSX2	"mouse, laboratory"	Msx2
1838	human	MTAP	"mouse, laboratory"	Mtap
1839	human	NUDT1	"mouse, laboratory"	Nudt1
1840	human	MTIF2	"mouse, laboratory"	Mtif2
1842	human	IRF4	"mouse, laboratory"	Irf4
1843	human	MVD	"mouse, laboratory"	Mvd
1846	human	MYBPC1	"mouse, laboratory"	Mybpc1
1847	human	MYBL2	"mouse, laboratory"	Mybl2
1849	human	MYD88	"mouse, laboratory"	Myd88
1850	human	MYF6	"mouse, laboratory"	Myf6
1854	human	MYOG	"mouse, laboratory"	Myog
1855	human	PPP1R12A	"mouse, laboratory"	Ppp1r12a
1857	human	NUBP1	"mouse, laboratory"	Nubp1
1858	human	NBN	"mouse, laboratory"	Nbn
1859	human	NCBP1	"mouse, laboratory"	Ncbp1
1861	human	NDUFA6	"mouse, laboratory"	Ndufa6
1864	human	NDUFB6	"mouse, laboratory"	Ndufb6
1865	human	NDUFC1	"mouse, laboratory"	Ndufc1
1866	human	NDUFS4	"mouse, laboratory"	Ndufs4
1867	human	NDUFS8	"mouse, laboratory"	Ndufs8
1869	human	NEK3	"mouse, laboratory"	Nek3
1870	human	NEO1	"mouse, laboratory"	Neo1
1871	human	NEUROD1	"mouse, laboratory"	Neurod1
1872	human	NFIX	"mouse, laboratory"	Nfix
1873	human	NFKB2	"mouse, laboratory"	Nfkb2
1875	human	NFX1	"mouse, laboratory"	Nfx1
1876	human	NGF	"mouse, laboratory"	Ngf
1877	human	NGFR	"mouse, laboratory"	Ngfr
1878	human	NID1	"mouse, laboratory"	Nid1
1879	human	NKX2-2	"mouse, laboratory"	Nkx2-2
1880	human	GPNMB	"mouse, laboratory"	Gpnmb
1884	human	CCN3	"mouse, laboratory"	Ccn3
1886	human	NPAS1	"mouse, laboratory"	Npas1
1887	human	NPAS2	"mouse, laboratory"	Npas2
1888	human	NPAT	"mouse, laboratory"	Npat
1891	human	NPTX1	"mouse, laboratory"	Nptx1
1892	human	NPTX2	"mouse, laboratory"	Nptx2
1895	human	NT5E	"mouse, laboratory"	Nt5e
1896	human	NTF3	"mouse, laboratory"	Ntf3
1897	human	NTHL1	"mouse, laboratory"	Nthl1
1898	human	NTRK1	"mouse, laboratory"	Ntrk1
1901	human	NUP88	"mouse, laboratory"	Nup88
1902	human	NVL	"mouse, laboratory"	Nvl
1903	human	OAS1	"mouse, laboratory"	Oas1g
1905	human	OCLN	"mouse, laboratory"	Ocln
1906	human	ODC1	"mouse, laboratory"	Odc1
1907	human	ODF2	"mouse, laboratory"	Odf2
1909	human	OGG1	"mouse, laboratory"	Ogg1
1910	human	OLR1	"mouse, laboratory"	Olr1
1912	human	TNFRSF11B	"mouse, laboratory"	Tnfrsf11b
1913	human	OPHN1	"mouse, laboratory"	Ophn1
1915	human	OR3A1	"mouse, laboratory"	Olfr402
1918	human	SLC22A18	"mouse, laboratory"	Slc22a18
1921	human	P2RX1	"mouse, laboratory"	P2rx1
1922	human	P2RX3	"mouse, laboratory"	P2rx3
1923	human	P2RX4	"mouse, laboratory"	P2rx4
1924	human	P2RX5	"mouse, laboratory"	P2rx5
1925	human	P2RX7	"mouse, laboratory"	P2rx7
